iteration,arrivals,parked,rejected,peak_occupancy,peak_utilization,times_full,mc_arrivals,car_arrivals,truck_arrivals,mc_rejected,car_rejected,truck_rejected
35,632,242,390,231,100.0,43,475,138,19,327,54,9
36,594,239,355,231,100.0,44,448,119,27,301,38,16
37,611,237,374,231,100.0,46,463,125,23,317,44,13
38,718,240,478,231,100.0,44,561,133,24,414,50,14
39,550,242,308,231,100.0,44,431,101,18,283,17,8
40,603,237,366,231,100.0,44,476,103,24,332,20,14
41,620,240,380,231,100.0,45,475,124,21,328,41,11
42,614,238,376,231,100.0,45,481,109,24,336,26,14
43,612,240,372,231,100.0,44,469,125,18,321,43,8
44,608,239,369,231,100.0,47,466,113,29,319,31,19
45,651,235,416,231,100.0,44,479,140,32,335,59,22
46,546,235,311,231,100.0,42,421,105,20,278,23,10
47,611,238,373,231,100.0,49,460,122,29,316,38,19
48,668,241,427,231,100.0,45,537,111,20,387,30,10
49,675,237,438,231,100.0,44,503,139,33,357,58,23
50,533,237,296,231,100.0,42,396,120,17,251,38,7
51,573,235,338,231,100.0,42,445,105,23,301,24,13
52,567,235,332,231,100.0,41,440,102,25,297,20,15
53,541,238,303,231,100.0,44,402,118,21,256,37,10
54,606,238,368,231,100.0,41,456,128,22,310,46,12
55,603,237,366,231,100.0,48,479,106,18,335,23,8
56,606,238,368,231,100.0,43,464,119,23,319,37,12
57,595,242,353,231,100.0,42,436,134,25,286,52,15
58,676,242,434,231,100.0,47,509,127,40,362,43,29
59,640,239,401,231,100.0,44,475,136,29,327,55,19
60,596,238,358,231,100.0,48,457,117,22,311,35,12
61,634,241,393,231,100.0,44,488,126,20,341,42,10
62,642,238,404,231,100.0,48,501,116,25,356,33,15
63,577,232,345,231,100.0,41,434,121,22,293,40,12
64,601,240,361,231,100.0,42,450,129,22,302,47,12
65,568,235,333,231,100.0,46,430,117,21,288,34,11
66,652,240,412,231,100.0,44,503,115,34,357,31,24
67,566,235,331,231,100.0,43,423,116,27,280,34,17
68,594,237,357,231,100.0,45,458,115,21,315,31,11
69,588,233,355,231,100.0,43,444,126,18,303,44,8
70,660,236,424,231,100.0,43,510,122,28,365,41,18
71,569,239,330,231,100.0,40,410,130,29,264,47,19
72,541,240,301,231,100.0,41,399,122,20,252,39,10
73,626,238,388,231,100.0,45,485,112,29,338,31,19
74,622,234,388,231,100.0,45,472,122,28,331,39,18
75,587,239,348,231,100.0,44,429,124,34,281,43,24
76,622,240,382,231,100.0,46,490,104,28,343,22,17
77,579,233,346,231,100.0,43,443,104,32,301,23,22
78,598,239,359,231,100.0,42,452,121,25,306,39,14
79,530,237,293,231,100.0,40,394,111,25,252,28,13
80,609,236,373,231,100.0,44,460,121,28,315,40,18
81,564,237,327,231,100.0,41,430,112,22,284,31,12
82,609,236,373,231,100.0,46,474,118,17,330,36,7
83,565,237,328,231,100.0,44,407,136,22,263,53,12
84,636,238,398,231,100.0,43,486,123,27,340,41,17
85,594,240,354,231,100.0,45,438,127,29,291,44,19
86,612,243,369,231,100.0,45,480,108,24,328,27,14
87,594,244,350,231,100.0,44,463,106,25,314,22,14
88,618,235,383,231,100.0,43,441,146,31,300,62,21
89,655,238,417,231,100.0,44,494,125,36,348,43,26
90,574,240,334,231,100.0,45,419,120,35,272,37,25
91,686,236,450,231,100.0,46,525,138,23,381,56,13
92,612,239,373,231,100.0,45,471,121,20,324,39,10
93,647,241,406,231,100.0,50,484,137,26,334,56,16
94,591,234,357,231,100.0,43,452,113,26,311,31,15
95,600,243,357,231,100.0,42,468,117,15,317,35,5
96,615,243,372,231,100.0,44,471,120,24,322,37,13
97,582,239,343,231,100.0,48,440,118,24,293,36,14
98,555,235,320,231,100.0,43,422,110,23,278,29,13
99,552,241,311,231,100.0,45,408,125,19,262,42,7
100,628,241,387,231,100.0,44,479,124,25,331,42,14
101,628,238,390,231,100.0,47,479,129,20,335,45,10
102,620,242,378,231,100.0,46,473,125,22,325,41,12
103,556,241,315,231,100.0,41,433,109,14,284,28,3
104,616,241,375,231,100.0,42,464,126,26,317,42,16
105,628,237,391,231,100.0,41,480,132,16,335,51,5
106,621,239,382,231,100.0,42,476,117,28,329,35,18
107,572,237,335,231,100.0,41,422,140,10,278,57,0
108,589,239,350,231,100.0,44,433,128,28,287,45,18
109,609,235,374,231,100.0,43,453,134,22,310,52,12
110,603,237,366,231,100.0,43,448,124,31,303,43,20
111,614,234,380,231,100.0,42,469,123,22,327,41,12
112,698,237,461,231,100.0,44,533,136,29,387,55,19
113,614,237,377,231,100.0,42,475,119,20,330,37,10
114,587,239,348,231,100.0,43,446,120,21,299,38,11
115,602,238,364,231,100.0,44,465,121,16,321,37,6
116,629,238,391,231,100.0,42,472,127,30,326,45,20
117,653,238,415,231,100.0,43,496,136,21,353,52,10
118,569,239,330,231,100.0,40,438,114,17,292,31,7
119,651,241,410,231,100.0,44,479,148,24,332,64,14
120,602,235,367,231,100.0,43,469,116,17,325,35,7
121,614,243,371,231,100.0,44,477,114,23,328,31,12
122,589,240,349,231,100.0,42,448,119,22,303,35,11
123,607,236,371,231,100.0,42,454,130,23,310,48,13
124,565,239,326,231,100.0,42,420,115,30,274,33,19
125,599,243,356,231,100.0,46,464,108,27,313,26,17
126,641,235,406,231,100.0,46,482,144,15,339,62,5
127,592,236,356,231,100.0,46,465,101,26,322,18,16
128,595,239,356,231,100.0,41,466,109,20,320,26,10
129,575,237,338,231,100.0,40,439,113,23,294,31,13
130,614,236,378,231,100.0,42,479,117,18,337,34,7
131,611,237,374,231,100.0,42,450,138,23,307,55,12
132,584,241,343,231,100.0,41,446,118,20,297,37,9
133,625,238,387,231,100.0,43,480,124,21,335,41,11
134,549,237,312,231,100.0,41,429,99,21,285,17,10
135,636,244,392,231,100.0,46,488,132,16,337,49,6
136,662,238,424,231,100.0,41,494,140,28,350,57,17
137,621,242,379,231,100.0,45,463,122,36,314,39,26
138,621,243,378,231,100.0,43,465,133,23,317,48,13
139,556,242,314,231,100.0,40,412,120,24,265,36,13
140,641,243,398,231,100.0,42,486,130,25,335,48,15
141,601,238,363,231,100.0,42,458,123,20,312,42,9
142,588,242,346,231,100.0,42,460,98,30,310,16,20
143,593,238,355,231,100.0,43,450,121,22,306,38,11
144,647,237,410,231,100.0,48,498,126,23,354,43,13
145,590,236,354,231,100.0,45,434,128,28,290,46,18
146,628,237,391,231,100.0,45,494,107,27,348,26,17
147,556,237,319,231,100.0,47,424,116,16,278,35,6
148,602,237,365,231,100.0,42,477,107,18,331,26,8
149,613,237,376,231,100.0,41,466,127,20,324,42,10
150,633,240,393,231,100.0,43,483,121,29,337,40,16
151,641,238,403,231,100.0,42,492,135,14,345,54,4
152,648,242,406,231,100.0,43,511,111,26,362,28,16
153,601,238,363,231,100.0,41,451,127,23,305,45,13
154,618,238,380,231,100.0,42,478,115,25,332,34,14
155,656,236,420,231,100.0,44,493,131,32,350,49,21
156,620,239,381,231,100.0,43,473,128,19,326,46,9
157,646,239,407,231,100.0,39,481,139,26,335,56,16
158,547,235,312,231,100.0,42,407,119,21,265,36,11
159,586,237,349,231,100.0,51,433,122,31,288,40,21
160,646,241,405,231,100.0,41,462,155,29,314,72,19
161,619,239,380,231,100.0,44,457,134,28,311,51,18
162,546,237,309,231,100.0,42,418,110,18,274,27,8
163,625,237,388,231,100.0,41,456,139,30,312,56,20
164,698,246,452,231,100.0,44,526,148,24,375,63,14
165,597,235,362,231,100.0,44,464,113,20,320,32,10
166,577,235,342,231,100.0,43,454,102,21,311,20,11
167,648,238,410,231,100.0,45,490,130,28,346,46,18
168,618,241,377,231,100.0,47,478,122,18,332,37,8
169,608,237,371,231,100.0,45,459,125,24,315,42,14
170,597,241,356,231,100.0,47,448,125,24,301,42,13
171,595,239,356,231,100.0,41,439,132,24,295,47,14
172,636,235,401,231,100.0,48,464,135,37,321,53,27
173,646,247,399,231,100.0,45,485,130,31,332,47,20
174,734,236,498,231,100.0,44,545,159,30,401,77,20
175,596,237,359,231,100.0,42,453,124,19,307,43,9
176,633,238,395,231,100.0,44,458,142,33,313,59,23
177,653,242,411,231,100.0,44,497,125,31,346,44,21
178,603,241,362,231,100.0,42,466,112,25,318,29,15
179,554,236,318,231,100.0,44,434,94,26,289,13,16
180,550,239,311,231,100.0,43,419,114,17,273,31,7
181,658,234,424,231,100.0,44,494,137,27,352,55,17
182,603,235,368,231,100.0,46,454,125,24,310,44,14
183,553,238,315,231,100.0,43,419,113,21,273,31,11
184,585,242,343,231,100.0,44,448,113,24,298,31,14
185,566,237,329,231,100.0,44,436,106,24,291,24,14
186,616,245,371,231,100.0,46,462,124,30,309,42,20
187,658,241,417,231,100.0,43,481,149,28,335,64,18
188,556,233,323,231,100.0,41,424,112,20,282,31,10
189,536,237,299,231,100.0,42,406,105,25,260,24,15
190,547,238,309,231,100.0,43,415,111,21,268,30,11
191,613,237,376,231,100.0,47,446,133,34,302,50,24
192,609,238,371,231,100.0,42,460,119,30,315,36,20
193,654,238,416,231,100.0,42,509,121,24,365,38,13
194,662,237,425,231,100.0,47,498,138,26,352,57,16
195,588,239,349,231,100.0,44,438,119,31,293,36,20
196,672,239,433,231,100.0,45,508,138,26,362,56,15
197,686,237,449,231,100.0,44,518,140,28,372,59,18
198,589,237,352,231,100.0,42,447,122,20,302,40,10
199,603,235,368,231,100.0,45,467,110,26,325,27,16
200,598,234,364,231,100.0,44,461,115,22,320,32,12
201,690,241,449,231,100.0,45,514,150,26,367,66,16
202,595,238,357,231,100.0,43,449,119,27,303,37,17
203,580,239,341,231,100.0,43,436,119,25,291,35,15
204,617,237,380,231,100.0,42,465,120,32,319,39,22
205,626,237,389,231,100.0,47,481,121,24,336,40,13
206,656,235,421,231,100.0,45,505,132,19,362,50,9
207,651,247,404,231,100.0,43,503,124,24,351,39,14
208,646,239,407,231,100.0,44,491,132,23,345,49,13
209,643,234,409,231,100.0,43,488,130,25,346,49,14
210,618,239,379,231,100.0,48,490,112,16,344,29,6
211,618,239,379,231,100.0,45,469,133,16,321,52,6
212,579,237,342,231,100.0,45,446,112,21,302,29,11
213,547,238,309,231,100.0,42,436,93,18,292,10,7
214,553,243,310,231,100.0,41,401,130,22,252,46,12
215,589,244,345,231,100.0,49,444,128,17,293,45,7
216,560,238,322,231,100.0,41,439,105,16,295,22,5
217,622,238,384,231,100.0,42,467,136,19,322,54,8
218,662,238,424,231,100.0,46,486,141,35,340,59,25
219,676,238,438,231,100.0,43,541,109,26,396,28,14
220,640,237,403,231,100.0,43,496,115,29,351,33,19
221,695,239,456,231,100.0,42,524,145,26,380,61,15
222,605,239,366,231,100.0,42,478,99,28,332,17,17
223,653,237,416,231,100.0,45,508,126,19,364,44,8
224,647,237,410,231,100.0,48,505,115,27,359,34,17
225,571,241,330,231,100.0,42,438,115,18,292,30,8
226,601,238,363,231,100.0,45,449,125,27,303,43,17
227,646,240,406,231,100.0,44,493,134,19,346,51,9
228,608,240,368,231,100.0,41,462,123,23,318,37,13
229,570,236,334,231,100.0,43,443,114,13,300,31,3
230,646,241,405,231,100.0,42,481,137,28,333,54,18
231,651,233,418,231,100.0,43,479,136,36,337,55,26
232,555,239,316,231,100.0,41,429,112,14,283,29,4
233,613,237,376,231,100.0,44,477,107,29,332,25,19
234,568,236,332,231,100.0,41,425,123,20,281,41,10
235,588,240,348,231,100.0,42,450,117,21,303,34,11
236,608,235,373,231,100.0,47,455,125,28,312,43,18
237,602,241,361,231,100.0,43,465,109,28,317,26,18
238,582,238,344,231,100.0,41,435,123,24,290,40,14
239,626,235,391,231,100.0,43,489,114,23,347,31,13
240,542,239,303,231,100.0,44,399,123,20,255,39,9
241,565,237,328,231,100.0,42,408,138,19,263,57,8
242,621,238,383,231,100.0,44,463,124,34,316,43,24
243,562,238,324,231,100.0,46,432,106,24,287,23,14
244,612,237,375,231,100.0,44,475,119,18,330,37,8
245,587,240,347,231,100.0,43,453,116,18,308,32,7
246,535,241,294,231,100.0,42,401,109,25,252,27,15
247,599,242,357,231,100.0,45,448,127,24,303,41,13
248,641,240,401,231,100.0,44,481,136,24,333,54,14
249,658,238,420,231,100.0,44,508,123,27,363,40,17
250,578,240,338,231,100.0,42,456,102,20,310,19,9
251,582,235,347,231,100.0,42,435,130,17,292,48,7
252,602,237,365,231,100.0,45,447,115,40,301,34,30
253,595,237,358,231,100.0,44,455,116,24,310,34,14
254,640,236,404,231,100.0,44,505,110,25,362,27,15
255,599,236,363,231,100.0,42,449,118,32,305,36,22
256,644,238,406,231,100.0,49,473,140,31,326,59,21
257,592,237,355,231,100.0,43,446,127,19,300,46,9
258,634,236,398,231,100.0,42,474,138,22,329,57,12
259,573,236,337,231,100.0,44,446,97,30,301,16,20
260,605,234,371,231,100.0,47,467,108,30,325,26,20
261,617,241,376,231,100.0,44,465,122,30,315,41,20
262,660,242,418,231,100.0,42,498,141,21,349,58,11
263,619,238,381,231,100.0,42,473,124,22,329,40,12
264,627,240,387,231,100.0,46,466,128,33,319,45,23
265,574,241,333,231,100.0,43,453,108,13,304,26,3
266,635,240,395,231,100.0,43,499,115,21,353,31,11
267,654,243,411,231,100.0,44,513,119,22,363,37,11
268,622,240,382,231,100.0,47,462,137,23,315,55,12
269,595,235,360,231,100.0,45,441,129,25,297,48,15
270,668,236,432,231,100.0,45,504,128,36,361,45,26
271,628,237,391,231,100.0,42,486,126,16,341,44,6
272,629,237,392,231,100.0,42,478,120,31,335,37,20
273,640,238,402,231,100.0,42,499,121,20,353,39,10
274,595,241,354,231,100.0,42,449,116,30,303,32,19
275,618,239,379,231,100.0,44,447,146,25,302,62,15
276,581,239,342,231,100.0,45,440,115,26,293,33,16
277,554,242,312,231,100.0,41,402,130,22,253,47,12
278,620,237,383,231,100.0,45,462,127,31,317,46,20
279,633,236,397,231,100.0,43,484,128,21,340,46,11
280,591,239,352,231,100.0,44,437,125,29,290,43,19
281,601,238,363,231,100.0,45,451,119,31,305,37,21
282,626,240,386,231,100.0,42,446,150,30,299,68,19
283,600,235,365,231,100.0,43,475,98,27,331,17,17
284,586,240,346,231,100.0,41,450,114,22,303,31,12
285,623,236,387,231,100.0,46,478,118,27,335,35,17
286,627,242,385,231,100.0,42,465,138,24,316,56,13
287,603,234,369,231,100.0,43,456,126,21,313,45,11
288,596,241,355,231,100.0,46,459,108,29,310,26,19
289,584,236,348,231,100.0,42,453,111,20,308,30,10
290,550,234,316,231,100.0,42,406,115,29,264,33,19
291,595,236,359,231,100.0,41,438,134,23,294,52,13
292,633,234,399,231,100.0,43,468,136,29,325,55,19
293,581,239,342,231,100.0,42,445,114,22,299,31,12
294,566,245,321,231,100.0,46,432,109,25,285,21,15
295,617,239,378,231,100.0,48,487,112,18,343,28,7
296,642,238,404,231,100.0,44,510,107,25,364,26,14
297,587,234,353,231,100.0,48,440,113,34,299,30,24
298,602,236,366,231,100.0,42,441,137,24,299,53,14
299,560,237,323,231,100.0,42,414,120,26,268,39,16
300,542,238,304,231,100.0,42,404,113,25,258,31,15
301,604,240,364,231,100.0,43,455,122,27,309,38,17
302,614,243,371,231,100.0,42,462,132,20,312,50,9
303,562,245,317,231,100.0,44,445,91,26,292,10,15
304,639,241,398,231,100.0,44,477,130,32,328,48,22
305,577,235,342,231,100.0,41,428,128,21,284,47,11
306,590,238,352,231,100.0,42,447,116,27,302,34,16
307,585,236,349,231,100.0,42,445,110,30,302,27,20
308,629,242,387,231,100.0,43,471,141,17,321,59,7
309,598,239,359,231,100.0,49,448,123,27,303,39,17
310,610,239,371,231,100.0,48,462,119,29,314,38,19
311,639,240,399,231,100.0,43,492,121,26,345,38,16
312,673,239,434,231,100.0,42,517,128,28,369,47,18
313,599,237,362,231,100.0,47,433,134,32,289,51,22
314,611,236,375,231,100.0,46,487,102,22,343,21,11
315,604,242,362,231,100.0,41,467,111,26,318,28,16
316,573,235,338,231,100.0,41,440,111,22,297,29,12
317,590,244,346,231,100.0,43,449,122,19,299,38,9
318,620,235,385,231,100.0,46,482,117,21,339,36,10
319,590,240,350,231,100.0,41,442,121,27,294,39,17
320,666,239,427,231,100.0,45,519,121,26,372,40,15
321,617,239,378,231,100.0,42,474,122,21,328,39,11
322,625,240,385,231,100.0,44,474,129,22,329,44,12
323,566,237,329,231,100.0,43,409,130,27,266,46,17
324,590,236,354,231,100.0,43,476,95,19,331,14,9
325,627,235,392,231,100.0,42,474,132,21,331,50,11
326,527,239,288,231,100.0,45,417,93,17,271,10,7
327,599,242,357,231,100.0,44,463,119,17,315,36,6
328,580,238,342,231,100.0,47,456,105,19,310,23,9
329,579,236,343,231,100.0,44,434,125,20,292,41,10
330,580,238,342,231,100.0,42,423,127,30,276,46,20
331,608,236,372,231,100.0,44,464,121,23,320,39,13
332,645,244,401,231,100.0,45,499,123,23,350,38,13
333,559,233,326,231,100.0,43,405,121,33,265,38,23
334,617,239,378,231,100.0,44,472,121,24,325,39,14
335,621,237,384,231,100.0,42,475,123,23,331,41,12
336,621,243,378,231,100.0,44,477,122,22,327,39,12
337,641,240,401,231,100.0,42,501,115,25,355,31,15
338,601,236,365,231,100.0,43,473,111,17,328,30,7
339,660,234,426,231,100.0,42,508,131,21,366,50,10
340,564,238,326,231,100.0,42,426,108,30,282,24,20
341,578,243,335,231,100.0,40,432,126,20,282,43,10
342,627,239,388,231,100.0,40,478,123,26,332,41,15
343,581,240,341,231,100.0,43,459,100,22,311,18,12
344,613,238,375,231,100.0,43,458,127,28,314,44,17
345,634,244,390,231,100.0,47,489,132,13,340,49,1
346,600,240,360,231,100.0,43,459,116,25,311,34,15
347,614,242,372,231,100.0,41,461,127,26,312,44,16
348,581,233,348,231,100.0,44,449,111,21,307,30,11
349,596,237,359,231,100.0,43,445,132,19,300,50,9
350,619,236,383,231,100.0,43,475,120,24,330,39,14
351,659,239,420,231,100.0,45,495,136,28,351,52,17
352,571,243,328,231,100.0,41,448,105,18,298,22,8
353,549,236,313,231,100.0,46,426,97,26,284,14,15
354,641,242,399,231,100.0,43,503,110,28,354,27,18
355,602,241,361,231,100.0,47,447,120,35,302,34,25
356,576,243,333,231,100.0,40,437,114,25,290,28,15
357,575,238,337,231,100.0,42,437,115,23,292,33,12
358,595,236,359,231,100.0,46,436,129,30,292,47,20
359,612,241,371,231,100.0,45,463,124,25,315,41,15
360,559,238,321,231,100.0,42,436,101,22,291,19,11
361,575,238,337,231,100.0,42,436,114,25,291,31,15
362,610,239,371,231,100.0,43,459,120,31,313,37,21
363,627,238,389,231,100.0,45,475,123,29,329,42,18
364,653,243,410,231,100.0,43,476,137,40,327,53,30
365,636,239,397,231,100.0,46,495,119,22,348,37,12
366,606,238,368,231,100.0,47,457,119,30,313,36,19
367,618,239,379,231,100.0,48,475,122,21,331,37,11
368,645,235,410,231,100.0,41,500,120,25,357,38,15
369,584,240,344,231,100.0,46,437,117,30,289,35,20
370,602,242,360,231,100.0,45,474,108,20,324,26,10
371,606,235,371,231,100.0,41,465,121,20,323,39,9
372,612,235,377,231,100.0,43,459,130,23,315,49,13
373,628,236,392,231,100.0,43,480,121,27,336,40,16
374,591,242,349,231,100.0,44,440,124,27,291,41,17
375,593,238,355,231,100.0,43,457,116,20,311,34,10
376,616,237,379,231,100.0,45,479,117,20,334,35,10
377,607,235,372,231,100.0,44,469,121,17,325,40,7
378,627,235,392,231,100.0,42,485,117,25,341,36,15
379,614,235,379,231,100.0,48,483,107,24,339,26,14
380,644,238,406,231,100.0,42,507,122,15,360,41,5
381,659,235,424,231,100.0,47,504,120,35,361,39,24
382,616,238,378,231,100.0,45,476,112,28,331,29,18
383,572,236,336,231,100.0,41,444,107,21,300,25,11
384,596,243,353,231,100.0,43,467,109,20,318,25,10
385,620,239,381,231,100.0,42,458,136,26,314,52,15
386,660,240,420,231,100.0,43,491,141,28,345,58,17
387,577,237,340,231,100.0,45,416,135,26,271,53,16
388,595,232,363,231,100.0,45,444,131,20,303,50,10
389,614,235,379,231,100.0,44,475,111,28,332,29,18
390,627,242,385,231,100.0,50,470,126,31,321,44,20
391,607,237,370,231,100.0,45,472,109,26,328,26,16
392,619,242,377,231,100.0,43,475,112,32,327,29,21
393,583,237,346,231,100.0,47,433,136,14,289,53,4
394,618,236,382,231,100.0,47,463,134,21,318,53,11
395,617,238,379,231,100.0,42,462,130,25,319,46,14
396,590,242,348,231,100.0,42,447,121,22,299,37,12
397,610,241,369,231,100.0,41,463,120,27,315,37,17
398,596,245,351,231,100.0,43,441,134,21,291,50,10
399,604,236,368,231,100.0,44,464,112,28,319,31,18
400,644,235,409,231,100.0,46,495,128,21,352,46,11
401,674,243,431,231,100.0,43,513,133,28,361,52,18
402,595,239,356,231,100.0,44,464,104,27,317,23,16
403,586,234,352,231,100.0,45,451,117,18,309,35,8
404,661,244,417,231,100.0,44,518,119,24,368,35,14
405,604,239,365,231,100.0,44,455,123,26,310,39,16
406,565,243,322,231,100.0,45,442,98,25,293,14,15
407,651,244,407,231,100.0,45,484,139,28,334,57,16
408,599,237,362,231,100.0,42,445,126,28,301,43,18
409,657,235,422,231,100.0,45,516,116,25,374,33,15
410,619,239,380,231,100.0,45,465,133,21,321,48,11
411,601,237,364,231,100.0,43,451,135,15,308,51,5
412,612,238,374,231,100.0,43,458,128,26,312,46,16
413,600,238,362,231,100.0,44,466,114,20,320,32,10
414,633,243,390,231,100.0,43,470,141,22,320,59,11
415,576,234,342,231,100.0,43,432,129,15,291,46,5
416,600,236,364,231,100.0,42,477,103,20,333,21,10
417,619,236,383,231,100.0,45,473,116,30,330,34,19
418,589,238,351,231,100.0,42,456,113,20,311,30,10
419,676,239,437,231,100.0,45,524,125,27,377,43,17
420,592,238,354,231,100.0,43,447,121,24,301,39,14
421,637,237,400,231,100.0,44,454,154,29,309,73,18
422,608,239,369,231,100.0,41,463,119,26,315,38,16
423,641,239,402,231,100.0,42,488,130,23,341,48,13
424,622,235,387,231,100.0,43,469,124,29,326,42,19
425,572,235,337,231,100.0,43,450,101,21,307,20,10
426,621,234,387,231,100.0,47,476,124,21,333,43,11
427,508,238,270,231,100.0,47,387,101,20,240,20,10
428,577,238,339,231,100.0,45,425,134,18,280,51,8
429,546,239,307,231,100.0,44,431,90,25,285,8,14
430,625,234,391,231,100.0,41,472,129,24,329,48,14
431,537,241,296,231,100.0,42,407,112,18,258,30,8
432,536,238,298,231,100.0,44,392,117,27,245,36,17
433,585,239,346,231,100.0,44,435,123,27,287,42,17
434,611,243,368,231,100.0,43,458,128,25,310,44,14
435,594,237,357,231,100.0,44,443,129,22,297,48,12
436,623,242,381,231,100.0,49,456,144,23,308,60,13
437,613,235,378,231,100.0,48,459,126,28,316,44,18
438,622,239,383,231,100.0,42,464,134,24,319,50,14
439,579,237,342,231,100.0,43,445,111,23,302,28,12
440,631,235,396,231,100.0,42,486,121,24,342,40,14
441,580,240,340,231,100.0,40,438,120,22,290,38,12
442,546,238,308,231,100.0,42,420,100,26,273,19,16
443,560,234,326,231,100.0,43,426,113,21,283,32,11
444,592,241,351,231,100.0,43,455,111,26,307,28,16
445,596,236,360,231,100.0,45,443,127,26,298,46,16
446,649,243,406,231,100.0,41,486,132,31,338,48,20
447,583,236,347,231,100.0,43,451,108,24,307,26,14
448,567,235,332,231,100.0,42,409,128,30,266,46,20
449,621,238,383,231,100.0,42,473,119,29,327,37,19
450,544,233,311,231,100.0,40,411,110,23,269,29,13
451,595,240,355,231,100.0,45,446,123,26,301,38,16
452,628,243,385,231,100.0,43,483,116,29,333,33,19
453,580,237,343,231,100.0,46,437,118,25,292,36,15
454,560,244,316,231,100.0,45,433,106,21,283,23,10
455,554,236,318,231,100.0,44,428,114,12,284,32,2
456,518,237,281,231,100.0,42,392,109,17,247,28,6
457,587,239,348,231,100.0,47,436,123,28,290,40,18
458,567,233,334,231,100.0,41,426,117,24,284,36,14
459,581,239,342,231,100.0,43,459,108,14,312,26,4
460,697,242,455,231,100.0,45,552,113,32,405,29,21
461,608,237,371,231,100.0,43,478,110,20,334,28,9
462,666,237,429,231,100.0,42,502,137,27,356,56,17
463,656,236,420,231,100.0,44,521,119,16,376,38,6
464,572,240,332,231,100.0,46,442,107,23,296,23,13
465,559,237,322,231,100.0,42,438,102,19,295,19,8
466,613,237,376,231,100.0,46,449,140,24,306,56,14
467,585,240,345,231,100.0,43,434,126,25,286,44,15
468,536,240,296,231,100.0,46,415,107,14,268,24,4
469,604,237,367,231,100.0,44,471,118,15,327,35,5
470,631,241,390,231,100.0,45,469,131,31,321,48,21
471,674,237,437,231,100.0,43,502,146,26,359,64,14
472,547,237,310,231,100.0,42,415,114,18,270,32,8
473,605,238,367,231,100.0,42,465,118,22,318,37,12
474,679,236,443,231,100.0,46,516,139,24,373,56,14
475,556,237,319,231,100.0,43,426,110,20,282,27,10
476,660,239,421,231,100.0,49,508,129,23,362,46,13
477,569,240,329,231,100.0,48,447,102,20,299,20,10
478,610,241,369,231,100.0,41,441,145,24,293,62,14
479,654,241,413,231,100.0,49,486,139,29,340,54,19
480,541,241,300,231,100.0,42,402,112,27,255,30,15
481,626,241,385,231,100.0,44,468,129,29,321,46,18
482,635,234,401,231,100.0,45,478,126,31,336,44,21
483,570,237,333,231,100.0,44,428,118,24,283,36,14
484,583,245,338,231,100.0,43,440,122,21,289,38,11
485,637,239,398,231,100.0,44,491,116,30,345,34,19
486,584,239,345,231,100.0,42,450,116,18,307,30,8
487,617,242,375,231,100.0,45,464,126,27,316,44,15
488,565,239,326,231,100.0,44,431,112,22,285,29,12
489,607,238,369,231,100.0,42,473,115,19,327,33,9
490,610,241,369,231,100.0,44,470,115,25,323,31,15
491,592,239,353,231,100.0,45,455,109,28,310,25,18
492,682,242,440,231,100.0,43,518,138,26,369,55,16
493,561,243,318,231,100.0,41,411,131,19,263,46,9
