iteration,arrivals,parked,rejected,peak_occupancy,peak_utilization,times_full,mc_arrivals,car_arrivals,truck_arrivals,mc_rejected,car_rejected,truck_rejected
35,681,239,442,231,100.0,46,517,135,29,371,53,18
36,735,241,494,231,100.0,47,561,146,28,414,62,18
37,629,238,391,231,100.0,45,480,121,28,335,38,18
38,813,246,567,231,100.0,46,619,159,35,469,73,25
39,668,240,428,231,100.0,43,507,128,33,359,47,22
40,676,252,424,231,100.0,46,522,131,23,367,45,12
41,618,246,372,231,100.0,43,476,125,17,324,41,7
42,750,239,511,231,100.0,47,579,147,24,434,64,13
43,705,247,458,231,100.0,44,542,134,29,389,51,18
44,715,238,477,231,100.0,43,516,170,29,373,85,19
45,718,243,475,231,100.0,47,544,142,32,400,54,21
46,627,244,383,231,100.0,45,481,122,24,333,36,14
47,736,240,496,231,100.0,44,553,147,36,406,64,26
48,748,248,500,231,100.0,44,563,155,30,409,71,20
49,719,248,471,231,100.0,45,544,146,29,391,61,19
50,726,239,487,231,100.0,49,565,137,24,418,55,14
51,663,242,421,231,100.0,43,496,145,22,349,60,12
52,713,237,476,231,100.0,45,536,143,34,391,61,24
53,757,242,515,231,100.0,44,573,150,34,425,66,24
54,729,247,482,231,100.0,44,566,136,27,413,53,16
55,718,239,479,231,100.0,45,556,144,18,410,62,7
56,723,248,475,231,100.0,44,564,139,20,409,57,9
57,738,243,495,231,100.0,46,568,145,25,418,62,15
58,747,240,507,231,100.0,43,553,168,26,406,85,16
59,793,240,553,231,100.0,43,581,176,36,436,93,24
60,676,241,435,231,100.0,44,503,146,27,358,61,16
61,710,244,466,231,100.0,48,545,136,29,395,53,18
62,697,241,456,231,100.0,47,523,138,36,375,55,26
63,629,244,385,231,100.0,43,473,130,26,321,49,15
64,677,248,429,231,100.0,45,515,135,27,364,49,16
65,722,250,472,231,100.0,45,547,150,25,394,63,15
66,648,245,403,231,100.0,46,506,122,20,356,37,10
67,719,241,478,231,100.0,45,552,136,31,405,53,20
68,711,244,467,231,100.0,45,535,142,34,385,58,24
69,747,240,507,231,100.0,48,587,131,29,441,48,18
70,724,244,480,231,100.0,45,522,161,41,372,78,30
71,734,241,493,231,100.0,44,555,144,35,407,61,25
72,673,244,429,231,100.0,45,515,142,16,367,56,6
73,723,244,479,231,100.0,49,555,132,36,405,48,26
74,670,239,431,231,100.0,44,534,119,17,389,35,7
75,697,245,452,231,100.0,44,536,134,27,385,50,17
76,697,242,455,231,100.0,45,507,154,36,360,69,26
77,676,243,433,231,100.0,45,514,140,22,369,53,11
78,697,246,451,231,100.0,46,543,121,33,392,36,23
79,729,246,483,231,100.0,44,539,164,26,388,79,16
80,745,243,502,231,100.0,44,576,138,31,427,54,21
81,781,242,539,231,100.0,44,618,136,27,470,52,17
82,718,240,478,231,100.0,43,558,129,31,410,48,20
83,740,248,492,231,100.0,45,577,136,27,426,49,17
84,742,238,504,231,100.0,44,575,141,26,429,59,16
85,734,244,490,231,100.0,46,568,130,36,419,45,26
86,663,243,420,231,100.0,43,514,121,28,365,39,16
87,688,242,446,231,100.0,45,539,119,30,392,36,18
88,723,242,481,231,100.0,44,545,151,27,399,65,17
89,689,246,443,231,100.0,44,520,134,35,366,52,25
90,678,246,432,231,100.0,47,506,144,28,352,63,17
91,673,242,431,231,100.0,44,521,128,24,371,46,14
92,635,242,393,231,100.0,41,477,137,21,329,53,11
93,732,243,489,231,100.0,45,558,155,19,408,72,9
94,675,238,437,231,100.0,45,525,129,21,379,47,11
95,730,245,485,231,100.0,44,566,139,25,413,57,15
96,657,241,416,231,100.0,43,509,130,18,361,47,8
97,715,249,466,231,100.0,45,545,134,36,390,50,26
98,677,240,437,231,100.0,43,508,143,26,363,58,16
99,686,240,446,231,100.0,44,509,153,24,364,68,14
100,761,250,511,231,100.0,50,570,156,35,416,70,25
101,719,245,474,231,100.0,45,544,147,28,392,64,18
102,721,242,479,231,100.0,47,559,139,23,412,54,13
103,700,242,458,231,100.0,44,519,157,24,372,72,14
104,749,242,507,231,100.0,44,564,152,33,417,68,22
105,764,247,517,231,100.0,44,592,148,24,439,65,13
106,674,240,434,231,100.0,44,532,122,20,383,41,10
107,745,240,505,231,100.0,46,571,146,28,425,62,18
108,630,242,388,231,100.0,44,490,115,25,343,30,15
109,630,246,384,231,100.0,47,483,123,24,333,37,14
110,667,248,419,231,100.0,47,509,134,24,355,50,14
111,703,241,462,231,100.0,43,532,139,32,384,56,22
112,691,239,452,231,100.0,44,509,147,35,366,62,24
113,640,243,397,231,100.0,51,492,127,21,343,43,11
114,646,240,406,231,100.0,42,483,139,24,335,57,14
115,751,244,507,231,100.0,44,568,155,28,419,70,18
116,792,244,548,231,100.0,45,602,166,24,456,78,14
117,653,243,410,231,100.0,44,492,142,19,342,59,9
118,745,242,503,231,100.0,45,593,128,24,443,46,14
119,727,239,488,231,100.0,49,541,146,40,395,63,30
120,682,244,438,231,100.0,46,501,146,35,350,63,25
121,687,244,443,231,100.0,44,519,134,34,370,50,23
122,732,241,491,231,100.0,45,547,156,29,398,74,19
123,664,240,424,231,100.0,46,526,116,22,380,33,11
124,645,242,403,231,100.0,44,482,145,18,334,61,8
125,659,243,416,231,100.0,43,507,129,23,359,45,12
126,624,243,381,231,100.0,42,482,120,22,333,36,12
127,781,239,542,231,100.0,45,585,162,34,439,79,24
128,733,244,489,231,100.0,43,569,144,20,420,60,9
129,668,239,429,231,100.0,44,521,121,26,373,40,16
130,728,240,488,231,100.0,47,562,142,24,414,60,14
131,694,238,456,231,100.0,46,531,145,18,385,63,8
132,688,247,441,231,100.0,45,524,139,25,374,53,14
133,717,241,476,231,100.0,46,540,153,24,392,71,13
134,737,241,496,231,100.0,44,573,138,26,425,55,16
135,654,243,411,231,100.0,46,500,119,35,350,36,25
136,704,243,461,231,100.0,46,536,137,31,388,52,21
137,671,243,428,231,100.0,45,494,142,35,347,58,23
138,737,247,490,231,100.0,44,574,139,24,421,55,14
139,728,242,486,231,100.0,44,561,139,28,411,57,18
140,726,247,479,231,100.0,44,562,142,22,410,57,12
141,732,244,488,231,100.0,44,543,159,30,392,78,18
142,694,237,457,231,100.0,47,550,123,21,408,39,10
143,728,254,474,231,100.0,45,545,143,40,386,60,28
144,675,246,429,231,100.0,50,508,133,34,359,47,23
145,747,242,505,231,100.0,44,568,152,27,419,69,17
146,762,245,517,231,100.0,46,579,160,23,431,73,13
147,736,239,497,231,100.0,44,564,139,33,418,56,23
148,701,240,461,231,100.0,45,535,133,33,389,50,22
149,726,249,477,231,100.0,44,549,150,27,396,64,17
150,675,244,431,231,100.0,49,519,133,23,371,47,13
151,696,246,450,231,100.0,45,538,135,23,386,51,13
152,700,244,456,231,100.0,44,537,138,25,385,57,14
153,716,242,474,231,100.0,43,538,151,27,390,68,16
154,700,243,457,231,100.0,44,545,135,20,394,54,9
155,740,236,504,231,100.0,46,565,145,30,421,63,20
156,762,244,518,231,100.0,43,591,146,25,438,65,15
157,684,241,443,231,100.0,45,507,143,34,359,60,24
158,684,247,437,231,100.0,43,503,157,24,350,74,13
159,697,246,451,231,100.0,47,538,130,29,388,44,19
160,639,242,397,231,100.0,44,463,155,21,316,71,10
161,712,250,462,231,100.0,44,559,127,26,405,41,16
162,691,242,449,231,100.0,48,510,140,41,361,57,31
163,692,246,446,231,100.0,46,538,130,24,387,47,12
164,729,246,483,231,100.0,45,544,149,36,391,66,26
165,716,244,472,231,100.0,47,531,152,33,382,67,23
166,758,254,504,231,100.0,46,550,175,33,392,89,23
167,700,250,450,231,100.0,47,517,155,28,367,65,18
168,731,246,485,231,100.0,43,568,142,21,414,60,11
169,729,241,488,231,100.0,47,583,125,21,434,43,11
170,746,248,498,231,100.0,46,596,125,25,442,41,15
171,638,242,396,231,100.0,45,483,132,23,332,51,13
172,700,244,456,231,100.0,47,521,150,29,370,67,19
173,714,250,464,231,100.0,44,523,157,34,365,75,24
174,673,244,429,231,100.0,45,511,132,30,360,49,20
175,695,247,448,231,100.0,46,512,149,34,360,64,24
176,727,245,482,231,100.0,47,529,176,22,378,92,12
177,648,243,405,231,100.0,44,500,124,24,353,40,12
178,808,243,565,231,100.0,51,631,143,34,482,60,23
179,655,251,404,231,100.0,46,510,126,19,353,42,9
180,618,246,372,231,100.0,43,463,132,23,313,47,12
181,714,248,466,231,100.0,44,549,133,32,398,47,21
182,690,242,448,231,100.0,46,531,133,26,382,50,16
183,783,245,538,231,100.0,45,589,168,26,437,85,16
184,769,241,528,231,100.0,45,597,145,27,448,63,17
185,748,247,501,231,100.0,44,581,142,25,428,58,15
186,701,239,462,231,100.0,46,549,131,21,403,48,11
187,743,247,496,231,100.0,46,563,153,27,411,68,17
188,678,245,433,231,100.0,46,507,148,23,357,63,13
189,637,243,394,231,100.0,45,498,122,17,349,38,7
190,679,244,435,231,100.0,46,511,142,26,358,61,16
191,756,245,511,231,100.0,47,591,135,30,441,52,18
192,701,247,454,231,100.0,49,528,145,28,373,63,18
193,711,238,473,231,100.0,44,536,150,25,390,68,15
194,810,244,566,231,100.0,45,598,175,37,446,93,27
195,703,246,457,231,100.0,42,537,140,26,387,55,15
196,701,247,454,231,100.0,45,526,140,35,372,58,24
197,699,239,460,231,100.0,46,517,154,28,370,72,18
198,779,248,531,231,100.0,44,597,152,30,445,66,20
199,741,249,492,231,100.0,44,557,159,25,401,77,14
200,713,239,474,231,100.0,44,531,156,26,387,72,15
201,726,241,485,231,100.0,49,561,133,32,412,51,22
202,686,246,440,231,100.0,44,524,142,20,372,58,10
203,723,249,474,231,100.0,45,531,158,34,378,73,23
204,661,245,416,231,100.0,47,493,134,34,344,49,23
205,673,245,428,231,100.0,46,514,132,27,366,46,16
206,739,240,499,231,100.0,45,563,148,28,417,64,18
207,721,242,479,231,100.0,46,555,129,37,408,46,25
208,706,243,463,231,100.0,45,554,122,30,405,38,20
209,693,243,450,231,100.0,44,543,124,26,392,42,16
210,724,243,481,231,100.0,44,558,139,27,410,54,17
211,687,251,436,231,100.0,46,527,124,36,371,41,24
212,767,246,521,231,100.0,47,574,155,38,422,71,28
213,737,243,494,231,100.0,44,569,140,28,419,58,17
214,762,255,507,231,100.0,45,582,158,22,425,71,11
215,738,245,493,231,100.0,48,563,147,28,414,63,16
216,746,241,505,231,100.0,46,590,122,34,441,40,24
217,684,240,444,231,100.0,46,528,132,24,381,49,14
218,695,236,459,231,100.0,47,528,140,27,384,58,17
219,709,242,467,231,100.0,45,554,132,23,404,50,13
220,729,241,488,231,100.0,44,560,149,20,414,64,10
221,742,249,493,231,100.0,44,564,152,26,409,69,15
222,718,246,472,231,100.0,42,539,148,31,389,62,21
223,772,242,530,231,100.0,45,572,163,37,422,81,27
224,676,250,426,231,100.0,45,498,146,32,342,62,22
225,738,243,495,231,100.0,47,580,133,25,430,50,15
226,744,240,504,231,100.0,45,542,172,30,394,90,20
227,717,240,477,231,100.0,43,547,145,25,398,64,15
228,643,236,407,231,100.0,43,483,130,30,339,48,20
229,719,243,476,231,100.0,48,555,136,28,408,52,16
230,762,252,510,231,100.0,51,590,145,27,433,60,17
231,709,239,470,231,100.0,46,541,137,31,395,54,21
232,646,237,409,231,100.0,45,470,148,28,326,66,17
233,792,237,555,231,100.0,44,606,148,38,460,67,28
234,706,243,463,231,100.0,45,535,148,23,385,65,13
235,706,240,466,231,100.0,45,534,144,28,388,60,18
236,730,244,486,231,100.0,45,552,140,38,402,56,28
237,675,241,434,231,100.0,44,516,129,30,371,44,19
238,820,245,575,231,100.0,44,604,179,37,455,93,27
239,631,242,389,231,100.0,43,483,120,28,333,38,18
240,699,243,456,231,100.0,45,525,143,31,376,60,20
241,672,241,431,231,100.0,47,513,127,32,366,43,22
242,727,241,486,231,100.0,47,563,141,23,417,56,13
243,674,239,435,231,100.0,44,507,141,26,362,58,15
244,739,242,497,231,100.0,43,554,151,34,407,66,24
245,720,247,473,231,100.0,46,553,140,27,398,58,17
246,734,242,492,231,100.0,44,583,129,22,434,46,12
247,664,236,428,231,100.0,43,516,128,20,371,47,10
248,674,247,427,231,100.0,44,527,121,26,375,36,16
249,703,241,462,231,100.0,46,532,144,27,383,63,16
250,657,247,410,231,100.0,47,493,137,27,340,55,15
251,757,248,509,231,100.0,44,577,149,31,424,65,20
252,731,244,487,231,100.0,44,549,150,32,400,65,22
253,726,243,483,231,100.0,45,548,153,25,399,69,15
254,704,244,460,231,100.0,44,546,117,41,397,33,30
255,716,242,474,231,100.0,45,557,128,31,411,43,20
256,692,239,453,231,100.0,44,520,142,30,373,60,20
257,709,242,467,231,100.0,48,543,141,25,392,60,15
258,693,244,449,231,100.0,44,536,132,25,384,50,15
259,677,242,435,231,100.0,44,512,144,21,364,61,10
260,716,241,475,231,100.0,44,545,135,36,399,51,25
261,701,244,457,231,100.0,45,527,143,31,376,60,21
262,740,240,500,231,100.0,46,589,124,27,442,41,17
263,668,236,432,231,100.0,46,514,131,23,370,49,13
264,694,245,449,231,100.0,48,528,140,26,376,57,16
265,677,245,432,231,100.0,52,529,127,21,381,40,11
266,713,240,473,231,100.0,44,553,129,31,408,45,20
267,712,243,469,231,100.0,44,544,145,23,394,62,13
268,735,244,491,231,100.0,44,549,158,28,400,74,17
269,752,237,515,231,100.0,46,569,147,36,424,65,26
270,756,241,515,231,100.0,43,565,160,31,418,76,21
271,643,244,399,231,100.0,43,492,132,19,345,47,7
272,712,260,452,231,100.0,44,531,146,35,373,56,23
273,688,249,439,231,100.0,44,521,145,22,368,60,11
274,646,240,406,231,100.0,42,492,139,15,344,57,5
275,688,248,440,231,100.0,47,534,129,25,382,44,14
276,722,240,482,231,100.0,44,556,135,31,410,53,19
277,788,249,539,231,100.0,46,603,158,27,451,71,17
278,695,245,450,231,100.0,45,535,132,28,384,49,17
279,702,246,456,231,100.0,44,537,137,28,385,55,16
280,730,248,482,231,100.0,45,552,152,26,396,71,15
281,758,237,521,231,100.0,45,555,175,28,412,92,17
282,703,246,457,231,100.0,51,543,136,24,391,52,14
283,710,239,471,231,100.0,44,539,147,24,393,64,14
284,764,242,522,231,100.0,44,568,169,27,418,87,17
285,655,245,410,231,100.0,45,498,128,29,345,46,19
286,671,250,421,231,100.0,42,527,125,19,371,43,7
287,706,239,467,231,100.0,46,516,167,23,371,84,12
288,684,243,441,231,100.0,46,495,150,39,347,65,29
289,697,242,455,231,100.0,43,534,135,28,384,53,18
290,656,246,410,231,100.0,48,499,130,27,349,45,16
291,703,241,462,231,100.0,45,538,143,22,392,58,12
292,742,243,499,231,100.0,45,566,149,27,418,66,15
293,673,248,425,231,100.0,46,522,126,25,367,44,14
294,740,243,497,231,100.0,43,538,178,24,389,94,14
295,670,241,429,231,100.0,46,515,131,24,368,47,14
296,717,236,481,231,100.0,48,560,136,21,418,52,11
297,731,238,493,231,100.0,49,555,158,18,409,76,8
298,714,251,463,231,100.0,44,550,141,23,394,57,12
299,686,247,439,231,100.0,44,506,156,24,356,70,13
300,726,246,480,231,100.0,46,540,157,29,390,71,19
301,737,245,492,231,100.0,49,554,155,28,406,69,17
302,645,245,400,231,100.0,45,496,127,22,343,45,12
303,642,247,395,231,100.0,48,494,124,24,340,41,14
304,708,240,468,231,100.0,45,540,133,35,393,52,23
305,736,242,494,231,100.0,43,543,158,35,396,73,25
306,678,248,430,231,100.0,43,497,158,23,344,73,13
307,692,245,447,231,100.0,45,539,129,24,388,45,14
308,682,241,441,231,100.0,47,526,139,17,378,56,7
309,709,243,466,231,100.0,45,543,142,24,393,59,14
310,578,238,340,231,100.0,44,462,94,22,318,10,12
311,705,239,466,231,100.0,46,543,138,24,396,57,13
312,681,240,441,231,100.0,46,516,139,26,369,56,16
313,702,238,464,231,100.0,47,526,149,27,382,65,17
314,741,238,503,231,100.0,45,574,145,22,430,61,12
315,667,241,426,231,100.0,47,517,115,35,370,31,25
316,697,239,458,231,100.0,43,517,150,30,371,67,20
317,731,244,487,231,100.0,45,547,150,34,398,66,23
318,738,250,488,231,100.0,43,560,151,27,405,67,16
319,782,249,533,231,100.0,44,590,167,25,437,81,15
320,701,250,451,231,100.0,45,549,116,36,393,32,26
321,662,248,414,231,100.0,45,517,120,25,364,36,14
322,669,251,418,231,100.0,45,503,135,31,347,51,20
323,738,240,498,231,100.0,47,584,135,19,437,52,9
324,714,248,466,231,100.0,45,556,134,24,403,50,13
325,809,247,562,231,100.0,44,605,171,33,453,86,23
326,674,243,431,231,100.0,43,526,123,25,375,41,15
327,770,239,531,231,100.0,46,595,152,23,448,70,13
328,719,242,477,231,100.0,44,550,142,27,402,60,15
329,660,239,421,231,100.0,42,493,137,30,346,55,20
330,708,243,465,231,100.0,44,525,144,39,375,61,29
331,642,245,397,231,100.0,43,472,148,22,323,63,11
332,697,246,451,231,100.0,44,531,140,26,380,55,16
333,708,242,466,231,100.0,44,540,136,32,393,51,22
334,712,243,469,231,100.0,46,530,148,34,378,67,24
335,728,242,486,231,100.0,51,558,141,29,413,55,18
336,665,237,428,231,100.0,45,505,137,23,362,53,13
337,766,241,525,231,100.0,46,570,170,26,426,83,16
338,704,244,460,231,100.0,44,563,119,22,411,37,12
339,752,243,509,231,100.0,45,577,145,30,429,60,20
340,662,244,418,231,100.0,44,492,151,19,343,66,9
341,705,249,456,231,100.0,44,547,141,17,393,56,7
342,713,243,470,231,100.0,44,546,142,25,399,57,14
343,678,246,432,231,100.0,47,488,156,34,337,73,22
344,735,241,494,231,100.0,48,541,154,40,394,70,30
345,780,241,539,231,100.0,44,593,162,25,446,78,15
346,684,236,448,231,100.0,46,515,134,35,370,53,25
347,609,239,370,231,100.0,44,484,103,22,339,19,12
348,660,237,423,231,100.0,49,494,125,41,349,43,31
349,675,240,435,231,100.0,47,506,141,28,360,57,18
350,705,239,466,231,100.0,47,542,134,29,395,52,19
351,721,240,481,231,100.0,44,564,135,22,416,53,12
352,799,241,558,231,100.0,46,607,166,26,459,83,16
353,736,242,494,231,100.0,44,570,139,27,422,56,16
354,703,240,463,231,100.0,45,520,153,30,373,70,20
355,755,242,513,231,100.0,45,574,152,29,427,67,19
356,698,242,456,231,100.0,43,534,144,20,384,62,10
357,736,244,492,231,100.0,43,556,146,34,405,63,24
358,714,246,468,231,100.0,48,548,132,34,398,46,24
359,689,240,449,231,100.0,43,518,140,31,370,58,21
360,739,241,498,231,100.0,50,548,147,44,403,63,32
361,628,237,391,231,100.0,49,471,135,22,327,53,11
362,702,244,458,231,100.0,44,534,141,27,387,55,16
363,721,241,480,231,100.0,44,537,150,34,388,68,24
364,723,247,476,231,100.0,49,545,155,23,393,70,13
365,725,244,481,231,100.0,44,528,162,35,377,79,25
366,739,246,493,231,100.0,43,564,148,27,413,63,17
367,736,243,493,231,100.0,44,559,149,28,409,66,18
368,691,251,440,231,100.0,43,520,140,31,363,56,21
369,725,243,482,231,100.0,44,556,139,30,406,56,20
370,712,246,466,231,100.0,44,550,127,35,398,43,25
371,704,248,456,231,100.0,43,545,135,24,393,49,14
372,624,241,383,231,100.0,48,471,131,22,325,47,11
373,677,242,435,231,100.0,44,519,123,35,371,40,24
374,675,243,432,231,100.0,44,497,148,30,348,65,19
375,759,239,520,231,100.0,53,586,133,40,438,52,30
376,632,246,386,231,100.0,45,475,124,33,323,41,22
377,652,243,409,231,100.0,43,492,135,25,342,53,14
378,694,242,452,231,100.0,45,512,151,31,362,69,21
379,743,244,499,231,100.0,47,571,141,31,419,59,21
380,693,240,453,231,100.0,47,544,125,24,397,43,13
381,734,243,491,231,100.0,46,566,141,27,416,58,17
382,693,241,452,231,100.0,44,535,129,29,389,46,17
383,729,244,485,231,100.0,48,560,136,33,409,53,23
384,685,241,444,231,100.0,44,533,120,32,386,36,22
385,716,242,474,231,100.0,44,549,145,22,401,61,12
386,725,239,486,231,100.0,46,571,133,21,424,51,11
387,715,248,467,231,100.0,46,539,147,29,387,62,18
388,697,246,451,231,100.0,43,536,135,26,383,52,16
389,720,243,477,231,100.0,46,551,139,30,402,55,20
390,630,241,389,231,100.0,43,479,130,21,333,45,11
391,758,240,518,231,100.0,44,587,144,27,440,61,17
392,713,238,475,231,100.0,48,538,141,34,395,57,23
393,708,252,456,231,100.0,46,551,133,24,396,49,11
394,704,241,463,231,100.0,43,523,150,31,374,68,21
395,651,247,404,231,100.0,45,497,125,29,343,42,19
396,644,246,398,231,100.0,44,492,127,25,340,43,15
397,659,245,414,231,100.0,46,502,130,27,350,47,17
398,696,247,449,231,100.0,43,543,126,27,393,40,16
399,656,246,410,231,100.0,44,489,144,23,336,61,13
400,716,242,474,231,100.0,43,553,137,26,405,53,16
401,725,246,479,231,100.0,45,547,143,35,393,61,25
402,683,238,445,231,100.0,46,521,130,32,374,49,22
403,687,248,439,231,100.0,44,528,133,26,374,50,15
404,723,241,482,231,100.0,44,553,138,32,405,55,22
405,779,249,530,231,100.0,44,590,166,23,439,78,13
406,723,244,479,231,100.0,50,550,145,28,398,63,18
407,689,241,448,231,100.0,47,513,142,34,365,59,24
408,667,240,427,231,100.0,43,526,127,14,378,45,4
409,698,243,455,231,100.0,44,543,124,31,394,41,20
410,700,238,462,231,100.0,46,539,128,33,392,47,23
411,732,237,495,231,100.0,48,568,139,25,423,58,14
412,663,243,420,231,100.0,47,527,115,21,379,30,11
413,746,249,497,231,100.0,45,555,161,30,400,77,20
414,770,244,526,231,100.0,48,591,154,25,443,68,15
415,725,243,482,231,100.0,49,557,140,28,409,55,18
416,644,242,402,231,100.0,42,497,120,27,350,35,17
417,755,248,507,231,100.0,47,559,162,34,403,80,24
418,639,247,392,231,100.0,45,506,102,31,352,19,21
419,667,239,428,231,100.0,46,522,124,21,374,43,11
420,657,247,410,231,100.0,47,504,130,23,352,46,12
421,696,245,451,231,100.0,45,516,146,34,366,61,24
422,641,241,400,231,100.0,44,490,127,24,342,44,14
423,753,242,511,231,100.0,47,585,138,30,434,57,20
424,686,245,441,231,100.0,49,533,118,35,380,36,25
425,574,245,329,231,100.0,43,452,102,20,300,20,9
426,675,247,428,231,100.0,46,514,138,23,359,56,13
427,744,242,502,231,100.0,50,563,148,33,415,64,23
428,687,245,442,231,100.0,44,534,127,26,382,45,15
429,696,244,452,231,100.0,52,526,151,19,376,68,8
430,646,238,408,231,100.0,45,490,132,24,345,49,14
431,658,246,412,231,100.0,44,490,146,22,342,58,12
432,671,242,429,231,100.0,46,516,130,25,368,46,15
433,726,248,478,231,100.0,45,526,160,40,376,73,29
434,689,242,447,231,100.0,44,522,138,29,374,55,18
435,713,239,474,231,100.0,47,546,134,33,399,52,23
436,686,239,447,231,100.0,47,522,133,31,375,51,21
437,725,243,482,231,100.0,49,548,146,31,400,61,21
438,719,242,477,231,100.0,44,541,156,22,394,72,11
439,764,246,518,231,100.0,44,563,161,40,409,79,30
440,708,247,461,231,100.0,45,572,121,15,420,37,4
441,720,243,477,231,100.0,47,566,134,20,418,50,9
442,696,241,455,231,100.0,50,530,140,26,385,55,15
443,766,245,521,231,100.0,47,605,136,25,453,53,15
444,745,240,505,231,100.0,44,561,148,36,416,64,25
445,669,246,423,231,100.0,44,499,135,35,350,48,25
446,720,242,478,231,100.0,46,570,126,24,421,43,14
447,741,242,499,231,100.0,44,559,134,48,410,53,36
448,708,242,466,231,100.0,47,539,129,40,391,46,29
449,741,237,504,231,100.0,45,560,153,28,415,71,18
450,760,239,521,231,100.0,46,577,158,25,431,75,15
451,749,246,503,231,100.0,48,560,162,27,406,81,16
452,613,243,370,231,100.0,43,480,113,20,331,29,10
453,701,254,447,231,100.0,45,539,138,24,380,53,14
454,696,240,456,231,100.0,45,509,161,26,362,78,16
455,664,242,422,231,100.0,47,516,117,31,370,32,20
456,679,238,441,231,100.0,46,508,139,32,362,57,22
457,708,244,464,231,100.0,46,545,145,18,395,61,8
458,734,245,489,231,100.0,44,549,158,27,397,75,17
459,775,245,530,231,100.0,48,586,164,25,435,81,14
460,657,242,415,231,100.0,46,493,139,25,345,55,15
461,697,243,454,231,100.0,44,544,122,31,394,39,21
462,661,241,420,231,100.0,45,509,123,29,361,40,19
463,709,243,466,231,100.0,48,532,141,36,384,57,25
464,691,243,448,231,100.0,45,538,132,21,388,50,10
465,657,246,411,231,100.0,46,477,148,32,326,63,22
466,726,242,484,231,100.0,45,541,155,30,395,69,20
467,652,245,407,231,100.0,44,491,123,38,341,39,27
468,742,244,498,231,100.0,45,569,149,24,417,67,14
469,705,244,461,231,100.0,50,553,122,30,404,37,20
470,712,243,469,231,100.0,45,550,128,34,401,45,23
471,682,243,439,231,100.0,46,538,110,34,390,25,24
472,697,237,460,231,100.0,44,531,150,16,386,68,6
473,707,240,467,231,100.0,46,545,135,27,398,52,17
474,695,240,455,231,100.0,44,532,134,29,385,51,19
475,741,245,496,231,100.0,48,570,147,24,419,63,14
476,667,247,420,231,100.0,43,512,130,25,361,44,15
477,648,240,408,231,100.0,48,499,123,26,351,41,16
478,736,240,496,231,100.0,45,579,133,24,431,52,13
479,698,245,453,231,100.0,46,525,136,37,374,53,26
480,684,240,444,231,100.0,43,524,142,18,378,58,8
481,680,242,438,231,100.0,45,498,158,24,351,73,14
482,716,246,470,231,100.0,48,540,142,34,388,58,24
483,678,242,436,231,100.0,48,512,136,30,365,51,20
484,711,253,458,231,100.0,43,543,138,30,389,52,17
485,749,245,504,231,100.0,45,570,144,35,419,60,25
486,698,243,455,231,100.0,45,537,134,27,387,51,17
487,628,244,384,231,100.0,46,490,112,26,339,29,16
488,666,239,427,231,100.0,46,506,139,21,360,56,11
489,740,239,501,231,100.0,48,559,153,28,413,70,18
490,697,245,452,231,100.0,44,537,136,24,388,51,13
491,720,246,474,231,100.0,44,553,129,38,400,46,28
492,818,248,570,231,100.0,48,651,134,33,497,50,23
493,733,238,495,231,100.0,46,562,144,27,415,63,17
