iteration,arrivals,parked,rejected,peak_occupancy,peak_utilization,times_full,mc_arrivals,car_arrivals,truck_arrivals,mc_rejected,car_rejected,truck_rejected
145,473,239,234,231,100.0,40,354,97,22,208,14,12
146,569,235,334,231,100.0,42,429,111,29,287,29,18
147,595,238,357,231,100.0,45,475,100,20,329,19,9
148,528,240,288,231,100.0,42,410,92,26,262,10,16
149,508,236,272,231,100.0,43,386,105,17,243,22,7
150,557,235,322,231,100.0,41,427,110,20,284,28,10
151,517,234,283,231,100.0,38,402,92,23,260,10,13
152,530,236,294,231,100.0,41,404,107,19,260,25,9
153,525,234,291,231,100.0,43,415,90,20,272,9,10
154,509,234,275,231,100.0,42,399,94,16,258,11,6
155,565,242,323,231,100.0,45,447,95,23,298,12,13
156,540,235,305,231,100.0,42,414,99,27,271,17,17
157,479,238,241,231,100.0,44,358,88,33,212,6,23
158,516,243,273,231,100.0,40,403,99,14,256,14,3
159,620,240,380,231,100.0,43,468,126,26,321,43,16
160,597,237,360,231,100.0,38,441,130,26,297,48,15
161,497,232,265,231,100.0,40,371,109,17,230,28,7
162,532,235,297,231,100.0,43,419,87,26,277,5,15
163,549,233,316,231,100.0,45,409,112,28,268,30,18
164,535,237,298,231,100.0,42,432,88,15,288,5,5
165,532,236,296,231,100.0,41,401,105,26,258,23,15
166,587,235,352,231,100.0,42,450,116,21,306,35,11
167,532,238,294,231,100.0,41,400,109,23,256,25,13
168,587,240,347,231,100.0,42,459,104,24,315,20,12
169,556,234,322,231,100.0,47,423,103,30,281,21,20
170,504,234,270,231,100.0,45,393,94,17,251,12,7
171,542,233,309,231,100.0,42,418,108,16,276,27,6
172,528,236,292,231,100.0,43,405,107,16,261,25,6
173,612,239,373,231,100.0,43,449,146,17,303,63,7
174,557,235,322,231,100.0,45,417,110,30,274,28,20
175,603,239,364,231,100.0,41,439,139,25,294,57,13
176,535,237,298,231,100.0,41,420,97,18,276,14,8
177,585,239,346,231,100.0,42,460,104,21,318,17,11
178,551,236,315,231,100.0,42,406,129,16,261,48,6
179,515,234,281,231,100.0,43,385,109,21,243,27,11
180,577,236,341,231,100.0,43,454,105,18,310,23,8
181,563,237,326,231,100.0,41,427,106,30,282,24,20
182,528,236,292,231,100.0,42,397,106,25,255,22,15
183,494,235,259,231,100.0,41,379,99,16,236,17,6
184,497,240,257,231,100.0,43,369,107,21,224,23,10
185,569,238,331,231,100.0,43,440,106,23,297,21,13
186,558,239,319,231,100.0,41,429,109,20,284,27,8
187,534,238,296,231,100.0,40,415,100,19,272,17,7
188,551,238,313,231,100.0,42,420,108,23,275,25,13
189,502,235,267,231,100.0,40,373,111,18,230,29,8
190,536,240,296,231,100.0,41,399,109,28,253,26,17
191,542,235,307,231,100.0,40,412,114,16,269,32,6
192,526,240,286,231,100.0,45,382,121,23,234,39,13
193,568,237,331,231,100.0,42,425,127,16,279,46,6
194,602,238,364,231,100.0,47,475,104,23,329,22,13
195,511,238,273,231,100.0,41,392,106,13,248,23,2
196,497,234,263,231,100.0,40,380,105,12,238,24,1
197,504,234,270,231,100.0,45,390,99,15,247,18,5
198,569,233,336,231,100.0,40,432,113,24,291,31,14
199,582,235,347,231,100.0,41,453,111,18,309,30,8
200,498,235,263,231,100.0,41,371,108,19,229,25,9
201,529,234,295,231,100.0,43,390,116,23,248,34,13
202,560,239,321,231,100.0,42,424,124,12,276,43,2
203,592,239,353,231,100.0,43,434,138,20,291,53,9
204,604,236,368,231,100.0,41,467,116,21,324,33,11
205,534,236,298,231,100.0,39,414,106,14,270,25,3
206,555,235,320,231,100.0,42,438,98,19,294,17,9
207,565,238,327,231,100.0,43,429,114,22,282,33,12
208,591,238,353,231,100.0,41,432,131,28,286,49,18
209,537,236,301,231,100.0,40,391,124,22,249,40,12
210,518,236,282,231,100.0,46,401,96,21,256,15,11
211,580,236,344,231,100.0,44,461,107,12,317,25,2
212,527,239,288,231,100.0,41,393,108,26,247,25,16
213,593,237,356,231,100.0,43,449,113,31,305,31,20
214,548,237,311,231,100.0,42,425,101,22,281,19,11
215,582,240,342,231,100.0,47,445,111,26,299,27,16
216,555,237,318,231,100.0,41,406,122,27,264,38,16
217,568,237,331,231,100.0,40,440,108,20,297,24,10
218,595,239,356,231,100.0,42,468,98,29,321,17,18
219,568,234,334,231,100.0,44,441,106,21,298,25,11
220,574,235,339,231,100.0,41,416,134,24,275,50,14
221,559,240,319,231,100.0,44,406,125,28,257,44,18
222,557,237,320,231,100.0,45,426,110,21,281,28,11
223,577,237,340,231,100.0,41,436,111,30,291,29,20
224,541,237,304,231,100.0,41,424,98,19,279,16,9
225,537,238,299,231,100.0,46,400,113,24,255,30,14
226,563,236,327,231,100.0,39,427,113,23,282,32,13
227,542,237,305,231,100.0,43,422,92,28,277,10,18
228,593,238,355,231,100.0,42,442,122,29,296,41,18
229,540,237,303,231,100.0,44,414,107,19,269,25,9
230,619,233,386,231,100.0,42,465,129,25,323,48,15
231,524,234,290,231,100.0,42,406,100,18,264,18,8
232,489,237,252,231,100.0,41,366,102,21,222,19,11
233,559,236,323,231,100.0,45,412,132,15,269,49,5
234,607,235,372,231,100.0,43,456,128,23,312,47,13
235,505,236,269,231,100.0,42,374,107,24,229,26,14
236,549,238,311,231,100.0,40,410,122,17,264,40,7
237,550,241,309,231,100.0,42,407,115,28,260,31,18
238,586,235,351,231,100.0,42,443,113,30,299,32,20
239,576,240,336,231,100.0,43,440,115,21,293,33,10
240,533,236,297,231,100.0,42,400,109,24,255,28,14
241,477,238,239,231,100.0,41,365,98,14,220,15,4
242,589,237,352,231,100.0,42,453,117,19,310,33,9
243,493,239,254,231,100.0,44,372,98,23,224,17,13
244,604,237,367,231,100.0,42,453,127,24,310,44,13
245,555,239,316,231,100.0,45,418,117,20,270,36,10
246,530,239,291,231,100.0,41,398,111,21,253,27,11
247,576,234,342,231,100.0,39,425,126,25,283,44,15
248,537,240,297,231,100.0,43,416,96,25,267,15,15
249,573,239,334,231,100.0,45,452,96,25,306,13,15
250,513,234,279,231,100.0,43,399,94,20,256,13,10
251,582,235,347,231,100.0,42,440,119,23,299,35,13
252,541,238,303,231,100.0,41,421,101,19,275,19,9
253,628,239,389,231,100.0,44,473,130,25,326,48,15
254,538,237,301,231,100.0,42,402,121,15,258,38,5
255,517,239,278,231,100.0,45,393,103,21,247,20,11
256,574,239,335,231,100.0,39,437,109,28,290,27,18
257,521,233,288,231,100.0,45,390,107,24,248,26,14
258,555,239,316,231,100.0,42,427,112,16,282,28,6
259,537,234,303,231,100.0,40,405,112,20,264,29,10
260,579,235,344,231,100.0,42,432,126,21,289,44,11
261,517,235,282,231,100.0,40,418,85,14,275,4,3
262,621,236,385,231,100.0,45,479,119,23,334,38,13
263,557,234,323,231,100.0,42,432,104,21,289,23,11
264,526,236,290,231,100.0,40,387,113,26,244,30,16
265,593,238,355,231,100.0,42,436,133,24,290,51,14
266,547,239,308,231,100.0,42,404,120,23,260,36,12
267,578,233,345,231,100.0,44,468,92,18,326,11,8
268,603,240,363,231,100.0,47,439,136,28,295,50,18
269,572,237,335,231,100.0,42,442,107,23,297,25,13
270,550,238,312,231,100.0,40,433,91,26,287,9,16
271,528,234,294,231,100.0,44,396,107,25,255,24,15
272,605,240,365,231,100.0,45,461,128,16,316,43,6
273,543,236,307,231,100.0,44,406,117,20,263,34,10
274,617,235,382,231,100.0,45,474,120,23,331,38,13
275,562,234,328,231,100.0,44,428,113,21,285,32,11
276,602,244,358,231,100.0,43,442,129,31,290,47,21
277,513,234,279,231,100.0,40,398,92,23,257,9,13
278,500,239,261,231,100.0,40,374,100,26,229,16,16
279,529,235,294,231,100.0,46,397,103,29,253,22,19
280,572,235,337,231,100.0,47,444,105,23,300,24,13
281,559,235,324,231,100.0,42,414,113,32,272,30,22
282,583,237,346,231,100.0,40,428,130,25,283,48,15
283,533,234,299,231,100.0,48,407,112,14,264,31,4
284,578,236,342,231,100.0,45,428,129,21,285,46,11
285,563,242,321,231,100.0,47,441,109,13,291,27,3
286,537,234,303,231,100.0,40,408,104,25,265,23,15
287,537,233,304,231,100.0,43,385,128,24,244,46,14
288,489,239,250,231,100.0,41,370,100,19,223,18,9
289,522,235,287,231,100.0,43,388,108,26,246,25,16
290,535,234,301,231,100.0,50,396,108,31,254,26,21
291,532,232,300,231,100.0,40,401,116,15,261,34,5
292,557,237,320,231,100.0,40,406,121,30,260,40,20
293,542,235,307,231,100.0,41,393,129,20,250,47,10
294,536,245,291,231,100.0,43,405,112,19,252,30,9
295,583,246,337,231,100.0,41,433,131,19,284,45,8
296,573,237,336,231,100.0,41,433,126,14,289,43,4
297,563,234,329,231,100.0,41,430,117,16,289,34,6
298,570,244,326,231,100.0,42,423,123,24,275,37,14
299,550,236,314,231,100.0,41,414,112,24,269,31,14
300,556,234,322,231,100.0,43,429,102,25,287,20,15
301,565,238,327,231,100.0,45,412,124,29,265,43,19
302,585,235,350,231,100.0,46,460,102,23,316,21,13
303,610,234,376,231,100.0,42,481,108,21,339,26,11
304,505,234,271,231,100.0,43,384,100,21,242,18,11
305,568,234,334,231,100.0,47,408,132,28,266,50,18
306,556,237,319,231,100.0,44,408,112,36,263,31,25
307,586,235,351,231,100.0,44,446,118,22,303,36,12
308,558,236,322,231,100.0,42,427,102,29,282,21,19
309,559,240,319,231,100.0,41,411,122,26,266,38,15
310,596,241,355,231,100.0,41,450,121,25,303,38,14
311,542,233,309,231,100.0,40,413,107,22,271,26,12
312,563,237,326,231,100.0,41,433,107,23,287,26,13
313,528,236,292,231,100.0,44,408,96,24,265,13,14
314,552,238,314,231,100.0,39,406,119,27,259,38,17
315,517,237,280,231,100.0,42,397,94,26,254,10,16
316,571,236,335,231,100.0,43,429,112,30,287,28,20
317,498,236,262,231,100.0,40,378,101,19,236,17,9
318,503,239,264,231,100.0,43,375,105,23,230,22,12
319,629,240,389,231,100.0,51,475,130,24,327,48,14
320,544,239,305,231,100.0,40,407,121,16,262,38,5
321,567,237,330,231,100.0,47,431,109,27,287,26,17
322,574,237,337,231,100.0,40,428,120,26,284,37,16
323,573,241,332,231,100.0,41,447,107,19,298,25,9
324,525,235,290,231,100.0,40,413,94,18,271,11,8
325,571,237,334,231,100.0,42,432,118,21,289,34,11
326,534,240,294,231,100.0,42,405,104,25,257,22,15
327,528,240,288,231,100.0,44,397,109,22,249,27,12
328,502,236,266,231,100.0,40,392,93,17,248,11,7
329,497,235,262,231,100.0,38,385,88,24,242,6,14
330,624,234,390,231,100.0,43,463,133,28,322,50,18
331,538,238,300,231,100.0,45,405,101,32,261,17,22
332,521,238,283,231,100.0,42,388,114,19,242,33,8
333,554,235,319,231,100.0,40,414,116,24,270,35,14
334,560,238,322,231,100.0,39,432,101,27,287,18,17
335,480,240,240,229,99.13419913419914,40,366,106,8,215,25,0
336,526,234,292,231,100.0,41,383,116,27,240,35,17
337,576,240,336,231,100.0,43,444,110,22,297,28,11
338,573,235,338,231,100.0,44,452,101,20,309,19,10
339,557,235,322,231,100.0,42,396,135,26,254,53,15
340,546,236,310,231,100.0,41,413,114,19,270,32,8
341,599,236,363,231,100.0,40,439,137,23,295,55,13
342,593,235,358,231,100.0,43,466,106,21,323,25,10
343,549,234,315,231,100.0,42,429,101,19,288,18,9
344,491,242,249,231,100.0,42,387,88,16,237,6,6
345,609,239,370,231,100.0,45,477,114,18,331,31,8
346,565,237,328,231,100.0,41,418,126,21,273,44,11
347,555,235,320,231,100.0,46,422,107,26,278,26,16
348,536,237,299,231,100.0,42,409,104,23,264,22,13
349,530,237,293,231,100.0,43,415,90,25,271,7,15
350,565,237,328,231,100.0,43,439,103,23,293,22,13
351,528,241,287,231,100.0,44,411,99,18,267,13,7
352,624,239,385,231,100.0,42,489,109,26,342,27,16
353,584,233,351,231,100.0,43,441,115,28,299,34,18
354,577,237,340,231,100.0,43,440,121,16,296,38,6
355,574,237,337,231,100.0,41,427,136,11,282,54,1
356,568,239,329,231,100.0,42,441,110,17,296,26,7
357,576,240,336,231,100.0,44,435,114,27,288,31,17
358,578,239,339,231,100.0,42,441,114,23,293,33,13
359,525,236,289,231,100.0,47,413,96,16,269,15,5
360,573,236,337,231,100.0,44,421,122,30,278,39,20
361,582,236,346,231,100.0,43,432,125,25,290,41,15
362,507,235,272,231,100.0,42,400,91,16,256,10,6
363,551,236,315,231,100.0,45,429,101,21,285,19,11
364,623,237,386,231,100.0,47,468,132,23,324,49,13
365,539,236,303,231,100.0,41,401,110,28,257,29,17
366,541,233,308,231,100.0,40,403,114,24,261,33,14
367,526,240,286,231,100.0,43,416,94,16,271,10,5
368,595,236,359,231,100.0,45,447,120,28,303,38,18
369,562,236,326,231,100.0,42,433,111,18,288,30,8
370,587,237,350,231,100.0,44,451,111,25,308,27,15
371,586,239,347,231,100.0,44,429,130,27,283,47,17
372,531,239,292,231,100.0,41,424,89,18,276,8,8
373,524,236,288,231,100.0,41,389,113,22,246,30,12
374,548,235,313,231,100.0,41,425,103,20,282,21,10
375,579,238,341,231,100.0,41,428,128,23,284,44,13
376,568,237,331,231,100.0,42,433,122,13,287,41,3
377,564,237,327,231,100.0,42,431,113,20,287,31,9
378,568,240,328,231,100.0,45,436,107,25,291,23,14
379,589,238,351,231,100.0,45,451,110,28,304,29,18
380,535,236,299,231,100.0,43,418,91,26,274,9,16
381,565,232,333,231,100.0,45,435,108,22,294,27,12
382,562,238,324,231,100.0,43,423,121,18,278,38,8
383,544,236,308,231,100.0,46,396,119,29,252,37,19
384,554,237,317,231,100.0,43,425,107,22,281,24,12
385,618,236,382,231,100.0,41,476,132,10,331,51,0
386,543,239,304,231,100.0,45,409,105,29,261,24,19
387,482,232,250,231,100.0,41,377,87,18,236,6,8
388,569,235,334,231,100.0,41,441,108,20,299,25,10
389,550,234,316,231,100.0,41,416,108,26,274,26,16
390,592,239,353,231,100.0,43,432,131,29,287,47,19
391,561,241,320,231,100.0,44,438,101,22,290,18,12
392,540,232,308,231,100.0,42,413,110,17,272,29,7
393,531,236,295,231,100.0,43,397,110,24,252,29,14
394,614,240,374,231,100.0,43,456,138,20,308,56,10
395,537,241,296,231,100.0,43,413,102,22,268,16,12
396,600,238,362,231,100.0,43,454,123,23,308,41,13
397,574,236,338,231,100.0,43,449,100,25,305,19,14
398,521,236,285,231,100.0,40,406,94,21,262,12,11
399,548,238,310,231,100.0,40,422,105,21,278,21,11
400,555,237,318,231,100.0,41,431,100,24,287,18,13
401,556,235,321,231,100.0,44,429,105,22,286,23,12
402,587,236,351,231,100.0,43,437,129,21,292,48,11
403,551,236,315,231,100.0,46,394,127,30,251,44,20
404,505,240,265,231,100.0,43,368,114,23,222,30,13
405,555,239,316,231,100.0,41,415,114,26,269,31,16
406,525,239,286,231,100.0,41,399,100,26,253,17,16
407,614,238,376,231,100.0,43,478,119,17,333,37,6
408,575,235,340,231,100.0,42,419,135,21,275,54,11
409,540,237,303,231,100.0,43,408,106,26,264,23,16
410,650,242,408,231,100.0,45,484,135,31,336,52,20
411,513,240,273,231,100.0,41,394,97,22,246,15,12
412,616,237,379,231,100.0,42,474,119,23,328,38,13
413,548,238,310,231,100.0,42,433,102,13,288,20,2
414,576,233,343,231,100.0,41,444,108,24,303,26,14
415,654,241,413,231,100.0,43,484,152,18,337,69,7
416,562,236,326,231,100.0,42,433,105,24,289,24,13
417,531,235,296,231,100.0,43,400,116,15,257,35,4
418,571,236,335,231,100.0,45,427,119,25,283,37,15
419,532,240,292,231,100.0,41,407,91,34,259,10,23
420,500,233,267,231,100.0,42,371,112,17,229,31,7
421,562,235,327,231,100.0,47,434,101,27,291,19,17
422,589,241,348,231,100.0,42,444,120,25,295,38,15
423,543,236,307,231,100.0,40,379,136,28,236,53,18
424,585,238,347,231,100.0,41,444,119,22,301,35,11
425,508,237,271,231,100.0,41,400,94,14,255,12,4
426,507,235,272,231,100.0,43,398,89,20,254,8,10
427,588,237,351,231,100.0,44,456,109,23,310,28,13
428,590,239,351,231,100.0,44,452,115,23,304,34,13
429,511,233,278,231,100.0,42,392,97,22,250,16,12
430,552,235,317,231,100.0,42,412,112,28,269,31,17
431,516,234,282,231,100.0,45,405,90,21,263,8,11
432,562,235,327,231,100.0,45,435,107,20,292,25,10
433,514,234,280,231,100.0,40,387,111,16,244,30,6
434,527,234,293,231,100.0,40,397,112,18,254,31,8
435,577,240,337,231,100.0,43,440,115,22,293,32,12
436,588,240,348,231,100.0,45,449,114,25,303,32,13
437,530,239,291,231,100.0,44,395,112,23,250,28,13
438,598,236,362,231,100.0,43,466,115,17,323,32,7
439,553,239,314,231,100.0,43,418,114,21,270,33,11
440,541,237,304,231,100.0,43,414,105,22,271,22,11
441,567,237,330,231,100.0,44,436,113,18,294,29,7
442,562,232,330,231,100.0,43,422,117,23,282,35,13
443,538,235,303,231,100.0,39,397,119,22,254,37,12
444,619,235,384,231,100.0,45,476,115,28,332,34,18
445,597,234,363,231,100.0,47,472,102,23,329,21,13
446,562,238,324,231,100.0,42,431,110,21,284,29,11
447,527,237,290,231,100.0,41,398,108,21,253,26,11
448,498,237,261,231,100.0,40,380,95,23,237,11,13
449,541,234,307,231,100.0,40,398,125,18,256,43,8
450,554,237,317,231,100.0,42,419,111,24,274,29,14
451,583,235,348,231,100.0,41,443,116,24,301,34,13
452,533,234,299,231,100.0,40,409,102,22,267,20,12
453,584,236,348,231,100.0,45,435,124,25,292,41,15
454,564,241,323,231,100.0,41,425,118,21,279,35,9
455,564,235,329,231,100.0,44,452,96,16,310,13,6
456,578,240,338,231,100.0,40,441,120,17,293,39,6
457,563,236,327,231,100.0,44,422,115,26,277,34,16
458,552,239,313,231,100.0,45,419,109,24,271,28,14
459,592,236,356,231,100.0,44,457,108,27,312,27,17
460,564,239,325,231,100.0,44,430,110,24,284,27,14
461,524,237,287,231,100.0,40,417,87,20,272,5,10
462,578,235,343,231,100.0,42,451,106,21,307,25,11
463,559,239,320,231,100.0,43,422,116,21,276,33,11
464,565,236,329,231,100.0,45,426,111,28,283,28,18
465,544,231,313,231,100.0,40,424,103,17,284,22,7
466,498,237,261,231,100.0,41,376,107,15,233,24,4
467,563,238,325,231,100.0,45,426,118,19,281,36,8
468,552,233,319,231,100.0,44,428,99,25,287,18,14
469,524,235,289,231,100.0,44,419,81,24,275,0,14
470,520,237,283,231,100.0,43,413,91,16,268,9,6
471,538,237,301,231,100.0,40,383,131,24,239,48,14
472,484,236,248,231,100.0,40,376,84,24,231,3,14
473,500,234,266,231,100.0,42,377,104,19,234,23,9
474,552,235,317,231,100.0,41,416,115,21,272,34,11
475,571,242,329,231,100.0,46,448,103,20,299,20,10
476,614,233,381,231,100.0,43,454,133,27,314,50,17
477,585,234,351,231,100.0,43,428,128,29,285,47,19
478,612,238,374,231,100.0,44,459,121,32,315,37,22
479,533,238,295,231,100.0,42,403,110,20,257,28,10
480,539,235,304,231,100.0,44,409,117,13,266,35,3
481,587,238,349,231,100.0,42,428,139,20,283,56,10
482,604,236,368,231,100.0,40,462,106,36,317,25,26
483,558,235,323,231,100.0,44,427,110,21,283,29,11
484,570,236,334,231,100.0,47,437,106,27,292,25,17
485,504,238,266,231,100.0,42,392,95,17,247,12,7
486,534,233,301,231,100.0,40,409,106,19,267,25,9
487,550,236,314,231,100.0,41,403,121,26,260,38,16
488,528,238,290,231,100.0,41,404,104,20,258,22,10
489,576,234,342,231,100.0,42,418,129,29,275,48,19
490,607,239,368,231,100.0,47,459,129,19,312,47,9
491,522,237,285,231,100.0,40,395,111,16,250,29,6
492,548,238,310,231,100.0,41,416,111,21,270,29,11
493,552,238,314,231,100.0,48,420,109,23,274,28,12
