iteration,arrivals,parked,rejected,peak_occupancy,peak_utilization,times_full,mc_arrivals,car_arrivals,truck_arrivals,mc_rejected,car_rejected,truck_rejected
60,742,244,498,231,100.0,46,557,153,32,405,71,22
61,729,244,485,231,100.0,47,551,149,29,399,67,19
62,682,245,437,231,100.0,43,536,117,29,385,33,19
63,655,243,412,231,100.0,43,499,139,17,349,56,7
64,662,245,417,231,100.0,44,498,135,29,346,52,19
65,725,240,485,231,100.0,46,562,139,24,413,58,14
66,747,245,502,231,100.0,45,543,171,33,393,87,22
67,658,238,420,231,100.0,43,514,117,27,371,32,17
68,734,245,489,231,100.0,45,570,140,24,422,54,13
69,702,244,458,231,100.0,44,537,135,30,388,50,20
70,704,242,462,231,100.0,43,531,152,21,383,69,10
71,644,240,404,231,100.0,44,491,128,25,343,47,14
72,715,245,470,231,100.0,43,548,145,22,397,62,11
73,685,248,437,231,100.0,43,523,131,31,372,45,20
74,756,241,515,231,100.0,46,572,151,33,427,66,22
75,663,243,420,231,100.0,43,501,129,33,355,43,22
76,745,243,502,231,100.0,44,585,135,25,434,53,15
77,702,243,459,231,100.0,44,532,140,30,383,57,19
78,744,245,499,231,100.0,45,540,168,36,391,84,24
79,627,237,390,231,100.0,45,488,111,28,342,30,18
80,683,242,441,231,100.0,49,516,133,34,366,51,24
81,802,242,560,231,100.0,44,619,152,31,471,68,21
82,676,236,440,231,100.0,44,517,133,26,372,52,16
83,665,242,423,231,100.0,44,495,139,31,349,53,21
84,660,238,422,231,100.0,44,492,125,43,346,43,33
85,744,253,491,231,100.0,46,548,173,23,393,85,13
86,708,246,462,231,100.0,43,548,139,21,396,55,11
87,716,244,472,231,100.0,43,526,160,30,380,72,20
88,775,245,530,231,100.0,47,595,150,30,444,67,19
89,685,243,442,231,100.0,46,516,139,30,367,56,19
90,737,247,490,231,100.0,44,582,125,30,429,41,20
91,664,242,422,231,100.0,43,491,147,26,342,64,16
92,682,238,444,231,100.0,47,512,141,29,368,59,17
93,687,242,445,231,100.0,45,528,133,26,379,50,16
94,757,248,509,231,100.0,47,591,137,29,434,56,19
95,708,242,466,231,100.0,45,559,129,20,410,46,10
96,722,245,477,231,100.0,44,548,149,25,400,64,13
97,660,245,415,231,100.0,45,516,122,22,362,41,12
98,682,246,436,231,100.0,44,506,145,31,352,63,21
99,732,245,487,231,100.0,45,550,149,33,403,61,23
