iteration,arrivals,parked,rejected,peak_occupancy,peak_utilization,times_full,mc_arrivals,car_arrivals,truck_arrivals,mc_rejected,car_rejected,truck_rejected
74,722,241,481,231,100.0,48,560,128,34,412,45,24
75,718,245,473,231,100.0,44,552,136,30,401,53,19
76,697,240,457,231,100.0,45,547,119,31,400,37,20
77,697,243,454,231,100.0,44,531,137,29,382,54,18
78,789,237,552,231,100.0,47,598,153,38,453,71,28
79,687,243,444,231,100.0,44,544,116,27,394,33,17
80,732,246,486,231,100.0,44,533,174,25,384,87,15
81,650,237,413,231,100.0,44,501,137,12,356,55,2
82,735,245,490,231,100.0,46,561,140,34,410,56,24
83,736,245,491,231,100.0,45,560,141,35,409,58,24
84,620,240,380,231,100.0,43,467,127,26,320,44,16
85,706,239,467,231,100.0,47,533,142,31,387,60,20
86,656,236,420,231,100.0,47,511,115,30,367,33,20
87,681,249,432,231,100.0,43,525,128,28,370,44,18
88,691,247,444,231,100.0,43,510,156,25,359,71,14
89,667,249,418,231,100.0,44,511,135,21,355,52,11
90,713,238,475,231,100.0,49,525,156,32,379,74,22
91,712,242,470,231,100.0,44,546,131,35,397,49,24
92,745,242,503,231,100.0,49,562,147,36,414,63,26
93,736,250,486,231,100.0,43,557,153,26,404,68,14
94,769,250,519,231,100.0,46,596,141,32,441,56,22
95,710,243,467,231,100.0,47,546,128,36,395,47,25
96,611,243,368,231,100.0,44,472,120,19,321,38,9
97,634,249,385,231,100.0,41,477,134,23,323,50,12
98,721,243,478,231,100.0,49,548,144,29,399,61,18
99,715,242,473,231,100.0,43,539,138,38,390,55,28
100,759,244,515,231,100.0,48,575,157,27,426,72,17
101,732,250,482,231,100.0,44,558,142,32,406,56,20
102,686,244,442,231,100.0,43,535,128,23,385,45,12
103,738,247,491,231,100.0,44,551,162,25,396,80,15
104,783,244,539,231,100.0,44,589,160,34,439,76,24
105,666,237,429,231,100.0,47,516,126,24,370,45,14
106,740,246,494,231,100.0,48,560,140,40,409,55,30
107,767,244,523,231,100.0,44,582,143,42,432,59,32
108,712,244,468,231,100.0,45,538,146,28,389,61,18
109,747,245,502,231,100.0,44,566,146,35,413,65,24
110,746,240,506,231,100.0,43,574,148,24,426,66,14
111,650,249,401,231,100.0,49,516,104,30,363,19,19
112,725,238,487,231,100.0,47,540,153,32,395,70,22
113,783,243,540,231,100.0,48,578,174,31,430,89,21
114,652,240,412,231,100.0,45,499,132,21,351,50,11
115,702,242,460,231,100.0,43,539,142,21,392,57,11
116,678,244,434,231,100.0,44,519,132,27,366,51,17
117,754,244,510,231,100.0,47,584,139,31,435,55,20
118,705,251,454,231,100.0,45,537,146,22,380,63,11
119,678,241,437,231,100.0,45,527,130,21,377,49,11
120,726,239,487,231,100.0,48,524,162,40,378,80,29
121,725,246,479,231,100.0,48,539,147,39,385,65,29
122,689,244,445,231,100.0,44,499,166,24,348,83,14
123,688,246,442,231,100.0,47,528,139,21,377,54,11
124,699,237,462,231,100.0,43,522,144,33,378,62,22
125,629,239,390,231,100.0,43,483,121,25,337,39,14
126,665,245,420,231,100.0,45,513,125,27,360,43,17
127,751,242,509,231,100.0,46,573,151,27,424,68,17
128,678,239,439,231,100.0,47,504,146,28,356,65,18
129,707,246,461,231,100.0,43,536,143,28,385,58,18
130,710,238,472,231,100.0,46,535,144,31,390,61,21
131,685,240,445,231,100.0,44,517,140,28,369,59,17
132,700,242,458,231,100.0,45,520,147,33,371,64,23
133,665,240,425,231,100.0,43,496,138,31,349,55,21
134,738,243,495,231,100.0,48,550,157,31,399,75,21
135,729,249,480,231,100.0,50,576,128,25,422,43,15
136,673,243,430,231,100.0,46,494,143,36,345,60,25
137,662,241,421,231,100.0,51,492,144,26,346,59,16
138,689,254,435,231,100.0,43,549,117,23,394,30,11
139,733,250,483,231,100.0,44,565,145,23,410,60,13
140,666,244,422,231,100.0,44,510,136,20,359,53,10
141,685,246,439,231,100.0,44,508,145,32,359,60,20
142,688,245,443,231,100.0,43,537,123,28,386,39,18
143,701,242,459,231,100.0,45,536,137,28,389,53,17
144,763,243,520,231,100.0,47,558,167,38,409,83,28
145,706,247,459,231,100.0,44,548,129,29,396,44,19
146,725,243,482,231,100.0,48,538,163,24,388,80,14
147,624,243,381,231,100.0,43,484,121,19,337,35,9
148,720,240,480,231,100.0,49,532,151,37,386,67,27
149,710,247,463,231,100.0,44,528,157,25,377,71,15
150,710,240,470,231,100.0,45,533,141,36,385,59,26
151,777,242,535,231,100.0,49,596,150,31,447,67,21
152,645,241,404,231,100.0,46,467,143,35,322,57,25
153,691,240,451,231,100.0,43,534,125,32,386,43,22
154,713,238,475,231,100.0,44,562,126,25,418,42,15
155,754,244,510,231,100.0,43,574,163,17,426,77,7
156,723,252,471,231,100.0,44,586,117,20,429,32,10
157,641,244,397,231,100.0,44,482,132,27,332,48,17
158,769,244,525,231,100.0,46,576,155,38,428,70,27
159,662,249,413,231,100.0,44,501,139,22,346,55,12
160,735,248,487,231,100.0,45,575,129,31,423,44,20
161,714,244,470,231,100.0,44,539,149,26,389,65,16
162,670,243,427,231,100.0,44,507,134,29,357,51,19
163,710,247,463,231,100.0,48,547,138,25,392,56,15
164,740,244,496,231,100.0,52,551,155,34,400,72,24
165,729,243,486,231,100.0,46,556,141,32,407,57,22
166,744,247,497,231,100.0,44,576,140,28,423,56,18
167,727,243,484,231,100.0,44,553,152,22,404,68,12
168,698,245,453,231,100.0,44,526,145,27,375,62,16
169,601,249,352,231,100.0,44,471,104,26,314,22,16
170,687,249,438,231,100.0,43,511,150,26,358,64,16
171,723,242,481,231,100.0,45,552,146,25,401,65,15
172,786,245,541,231,100.0,46,590,167,29,439,84,18
173,715,242,473,231,100.0,46,542,138,35,392,56,25
174,749,241,508,231,100.0,47,599,127,23,450,45,13
175,724,246,478,231,100.0,44,549,143,32,394,62,22
176,707,243,464,231,100.0,43,531,145,31,381,64,19
177,702,246,456,231,100.0,44,534,143,25,380,61,15
178,819,241,578,231,100.0,49,635,159,25,486,77,15
179,660,243,417,231,100.0,44,495,142,23,345,60,12
180,655,248,407,231,100.0,43,497,131,27,344,47,16
181,747,242,505,231,100.0,45,577,143,27,428,62,15
182,700,251,449,231,100.0,45,526,145,29,369,61,19
183,731,247,484,231,100.0,45,542,148,41,388,65,31
184,719,241,478,231,100.0,46,541,151,27,392,69,17
185,708,242,466,231,100.0,46,535,149,24,384,68,14
186,696,246,450,231,100.0,45,524,143,29,376,56,18
187,754,249,505,231,100.0,47,578,142,34,425,56,24
188,731,244,487,231,100.0,52,550,134,47,403,51,33
189,744,240,504,231,100.0,49,566,151,27,420,67,17
190,680,246,434,231,100.0,45,507,140,33,353,58,23
191,724,245,479,231,100.0,44,554,147,23,404,62,13
192,728,241,487,231,100.0,47,528,162,38,380,79,28
193,710,248,462,231,100.0,44,562,129,19,407,46,9
194,604,240,364,231,100.0,45,459,131,14,312,48,4
195,656,248,408,231,100.0,45,486,145,25,337,58,13
196,688,242,446,231,100.0,44,490,165,33,342,81,23
197,667,246,421,231,100.0,42,507,143,17,353,61,7
198,652,242,410,231,100.0,42,499,126,27,350,43,17
199,743,249,494,231,100.0,45,568,138,37,416,52,26
200,643,246,397,231,100.0,45,486,142,15,332,60,5
201,692,242,450,231,100.0,44,526,135,31,377,53,20
202,674,246,428,231,100.0,44,524,124,26,372,40,16
203,686,242,444,231,100.0,46,517,132,37,369,48,27
204,697,241,456,231,100.0,44,539,126,32,390,44,22
205,674,247,427,231,100.0,49,509,139,26,356,55,16
206,758,243,515,231,100.0,44,590,143,25,438,62,15
207,703,242,461,231,100.0,47,532,146,25,383,63,15
208,653,240,413,231,100.0,44,506,119,28,357,38,18
209,710,241,469,231,100.0,44,540,141,29,393,57,19
210,735,241,494,231,100.0,43,551,154,30,404,70,20
211,702,248,454,231,100.0,46,537,136,29,385,52,17
212,755,244,511,231,100.0,45,579,146,30,428,64,19
213,691,245,446,231,100.0,49,541,119,31,391,34,21
214,697,249,448,231,100.0,43,535,138,24,380,54,14
215,711,242,469,231,100.0,47,535,127,49,387,43,39
216,736,247,489,231,100.0,46,562,153,21,408,70,11
217,676,244,432,231,100.0,45,510,136,30,361,51,20
218,700,243,457,231,100.0,45,524,152,24,376,68,13
219,626,241,385,231,100.0,43,475,126,25,327,43,15
220,736,247,489,231,100.0,45,541,169,26,390,84,15
221,748,246,502,231,100.0,49,566,149,33,415,64,23
222,722,242,480,231,100.0,47,545,148,29,398,64,18
223,670,242,428,231,100.0,47,513,134,23,364,53,11
224,736,238,498,231,100.0,44,563,143,30,417,61,20
225,673,244,429,231,100.0,42,516,135,22,365,52,12
226,751,242,509,231,100.0,45,559,158,34,411,74,24
227,724,248,476,231,100.0,46,556,145,23,403,61,12
228,732,242,490,231,100.0,45,564,144,24,415,61,14
229,700,244,456,231,100.0,44,531,144,25,380,61,15
230,648,238,410,231,100.0,47,486,134,28,341,51,18
231,670,245,425,231,100.0,48,502,140,28,350,57,18
232,721,250,471,231,100.0,47,553,152,16,398,67,6
233,691,245,446,231,100.0,46,527,137,27,375,55,16
234,772,245,527,231,100.0,45,577,162,33,427,77,23
235,624,242,382,231,100.0,45,472,121,31,323,38,21
236,709,243,466,231,100.0,46,532,141,36,385,56,25
237,704,249,455,231,100.0,43,537,133,34,383,50,22
238,755,243,512,231,100.0,44,587,142,26,439,58,15
239,738,245,493,231,100.0,44,553,154,31,400,72,21
240,653,246,407,231,100.0,43,508,128,17,354,47,6
241,722,247,475,231,100.0,46,569,132,21,415,50,10
242,751,245,506,231,100.0,46,580,142,29,429,58,19
243,673,239,434,231,100.0,48,499,151,23,353,68,13
244,679,243,436,231,100.0,45,512,141,26,362,58,16
245,678,249,429,231,100.0,46,511,142,25,359,56,14
246,702,239,463,231,100.0,44,530,142,30,384,59,20
247,709,238,471,231,100.0,45,538,138,33,391,57,23
248,778,245,533,231,100.0,44,585,158,35,434,75,24
249,717,242,475,231,100.0,45,543,147,27,393,65,17
250,714,241,473,231,100.0,45,526,162,26,380,77,16
251,735,241,494,231,100.0,43,553,154,28,406,71,17
252,702,245,457,231,100.0,44,548,133,21,398,48,11
253,625,243,382,231,100.0,43,467,134,24,320,48,14
254,677,237,440,231,100.0,44,528,124,25,383,42,15
255,734,240,494,231,100.0,44,562,139,33,416,55,23
256,771,238,533,231,100.0,43,578,162,31,432,80,21
257,723,241,482,231,100.0,44,549,150,24,402,66,14
258,812,246,566,231,100.0,48,622,154,36,469,71,26
259,725,243,482,231,100.0,43,532,159,34,382,76,24
260,724,241,483,231,100.0,45,558,141,25,410,58,15
261,657,248,409,231,100.0,43,484,150,23,331,65,13
262,724,243,481,231,100.0,46,564,136,24,416,51,14
263,741,239,502,231,100.0,44,572,144,25,426,61,15
264,686,237,449,231,100.0,44,526,131,29,380,50,19
265,705,244,461,231,100.0,43,545,137,23,395,54,12
266,662,240,422,231,100.0,48,508,133,21,361,51,10
267,678,241,437,231,100.0,44,498,155,25,350,72,15
268,712,241,471,231,100.0,51,520,150,42,371,68,32
269,632,235,397,231,100.0,42,460,150,22,317,68,12
270,654,247,407,231,100.0,44,506,119,29,356,33,18
271,716,248,468,231,100.0,45,548,144,24,392,62,14
272,677,242,435,231,100.0,44,511,136,30,363,52,20
273,739,244,495,231,100.0,48,553,156,30,407,68,20
274,707,241,466,231,100.0,46,551,128,28,401,47,18
275,808,246,562,231,100.0,45,600,175,33,448,91,23
276,727,242,485,231,100.0,47,563,139,25,415,55,15
277,730,242,488,231,100.0,44,573,131,26,423,49,16
278,685,247,438,231,100.0,49,534,123,28,382,39,17
279,739,241,498,231,100.0,46,571,143,25,421,62,15
280,730,243,487,231,100.0,46,564,135,31,415,52,20
281,675,239,436,231,100.0,48,490,151,34,346,67,23
282,799,241,558,231,100.0,43,604,164,31,454,83,21
283,686,239,447,231,100.0,43,513,142,31,367,59,21
284,699,247,452,231,100.0,44,536,137,26,382,54,16
285,676,244,432,231,100.0,46,545,109,22,392,28,12
286,742,241,501,231,100.0,51,553,166,23,406,82,13
287,694,243,451,231,100.0,46,523,149,22,372,67,12
288,661,246,415,231,100.0,44,497,143,21,347,59,9
289,793,242,551,231,100.0,47,619,136,38,472,51,28
290,770,244,526,231,100.0,51,571,170,29,422,85,19
291,775,247,528,231,100.0,45,596,149,30,442,66,20
292,668,237,431,231,100.0,48,509,136,23,365,53,13
293,710,240,470,231,100.0,47,553,125,32,404,44,22
294,650,243,407,231,100.0,45,497,134,19,347,52,8
295,676,247,429,231,100.0,47,490,160,26,334,79,16
296,662,242,420,231,100.0,45,488,149,25,339,66,15
297,754,244,510,231,100.0,44,596,139,19,447,54,9
298,751,245,506,231,100.0,48,588,134,29,437,50,19
299,766,242,524,231,100.0,48,593,145,28,443,63,18
300,699,243,456,231,100.0,44,518,150,31,369,67,20
301,747,243,504,231,100.0,49,546,168,33,397,85,22
302,650,252,398,231,100.0,47,505,121,24,353,31,14
303,622,241,381,231,100.0,45,460,141,21,311,60,10
304,678,246,432,231,100.0,47,517,136,25,371,48,13
305,647,242,405,231,100.0,45,482,138,27,332,56,17
306,708,242,466,231,100.0,44,526,159,23,376,77,13
307,639,242,397,231,100.0,42,497,116,26,347,34,16
308,736,245,491,231,100.0,44,552,158,26,401,74,16
309,715,250,465,231,100.0,48,549,143,23,398,55,12
310,686,240,446,231,100.0,46,535,129,22,387,48,11
311,713,244,469,231,100.0,47,558,132,23,408,48,13
312,734,248,486,231,100.0,46,542,161,31,388,77,21
313,711,240,471,231,100.0,45,531,151,29,387,67,17
314,765,246,519,231,100.0,47,584,153,28,433,68,18
315,722,241,481,231,100.0,45,535,155,32,386,74,21
316,680,243,437,231,100.0,46,506,144,30,355,62,20
317,722,244,478,231,100.0,45,555,130,37,406,45,27
318,685,241,444,231,100.0,49,523,137,25,375,54,15
319,704,243,461,231,100.0,52,551,125,28,401,42,18
320,742,247,495,231,100.0,46,564,147,31,413,63,19
321,634,245,389,231,100.0,44,484,128,22,335,44,10
322,708,235,473,231,100.0,45,542,139,27,398,58,17
323,704,243,461,231,100.0,46,562,118,24,412,36,13
324,668,249,419,231,100.0,45,518,125,25,365,39,15
325,713,240,473,231,100.0,44,537,144,32,392,59,22
326,702,243,459,231,100.0,43,528,154,20,381,70,8
327,695,242,453,231,100.0,43,514,155,26,364,73,16
328,715,241,474,231,100.0,43,516,175,24,368,92,14
329,674,241,433,231,100.0,47,508,148,18,360,65,8
330,725,241,484,231,100.0,47,549,147,29,399,66,19
331,687,246,441,231,100.0,43,517,135,35,365,51,25
332,719,244,475,231,100.0,43,546,139,34,399,53,23
333,748,240,508,231,100.0,44,570,141,37,426,55,27
334,731,243,488,231,100.0,47,574,131,26,424,48,16
335,746,246,500,231,100.0,44,574,146,26,424,60,16
336,692,243,449,231,100.0,43,535,136,21,386,52,11
337,724,246,478,231,100.0,46,562,133,29,410,50,18
338,707,247,460,231,100.0,47,524,149,34,371,65,24
339,657,242,415,231,100.0,45,497,131,29,348,49,18
340,750,248,502,231,100.0,44,570,141,39,419,56,27
341,732,243,489,231,100.0,45,559,142,31,410,58,21
342,670,240,430,231,100.0,42,511,125,34,363,43,24
343,752,246,506,231,100.0,45,582,142,28,432,56,18
344,806,244,562,231,100.0,45,616,160,30,465,77,20
345,664,243,421,231,100.0,48,512,119,33,362,36,23
346,700,246,454,231,100.0,44,545,132,23,398,44,12
347,687,242,445,231,100.0,49,526,130,31,377,47,21
348,635,241,394,231,100.0,43,499,119,17,351,36,7
349,710,244,466,231,100.0,47,539,142,29,386,61,19
350,679,245,434,231,100.0,46,515,131,33,363,49,22
351,716,241,475,231,100.0,44,541,148,27,394,64,17
352,707,244,463,231,100.0,46,512,153,42,362,69,32
353,625,247,378,231,100.0,44,479,123,23,325,40,13
354,736,243,493,231,100.0,49,548,158,30,396,77,20
355,729,244,485,231,100.0,43,549,151,29,400,67,18
356,690,241,449,231,100.0,44,523,141,26,377,57,15
357,639,244,395,231,100.0,44,478,136,25,328,52,15
358,706,237,469,231,100.0,46,540,139,27,395,57,17
359,672,241,431,231,100.0,48,517,132,23,368,50,13
360,724,246,478,231,100.0,44,543,147,34,390,64,24
361,706,239,467,231,100.0,46,547,134,25,402,50,15
362,722,248,474,231,100.0,47,546,142,34,394,56,24
363,690,241,449,231,100.0,48,531,131,28,385,46,18
364,687,245,442,231,100.0,44,545,109,33,392,28,22
365,677,243,434,231,100.0,44,528,128,21,379,44,11
366,708,242,466,231,100.0,44,538,140,30,390,57,19
367,732,238,494,231,100.0,44,547,154,31,402,71,21
368,633,237,396,231,100.0,45,481,122,30,336,40,20
369,710,241,469,231,100.0,44,551,131,28,402,49,18
370,749,240,509,231,100.0,45,565,149,35,418,66,25
371,752,238,514,231,100.0,48,586,136,30,440,54,20
372,755,246,509,231,100.0,43,561,169,25,412,84,13
373,648,242,406,231,100.0,44,497,128,23,348,46,12
374,750,240,510,231,100.0,46,571,151,28,423,69,18
375,703,238,465,231,100.0,44,542,132,29,398,48,19
376,661,247,414,231,100.0,47,502,142,17,351,56,7
377,651,248,403,231,100.0,47,482,138,31,332,51,20
378,721,238,483,231,100.0,43,545,143,33,402,60,21
379,735,238,497,231,100.0,44,560,146,29,414,64,19
380,733,246,487,231,100.0,44,569,131,33,417,48,22
381,635,241,394,231,100.0,44,476,134,25,333,46,15
382,708,240,468,231,100.0,46,524,164,20,377,81,10
383,751,244,507,231,100.0,43,574,149,28,423,66,18
384,733,251,482,231,100.0,48,554,156,23,401,68,13
385,684,242,442,231,100.0,47,536,119,29,388,35,19
386,614,246,368,231,100.0,42,473,113,28,323,27,18
387,641,243,398,231,100.0,43,490,117,34,339,35,24
388,656,247,409,231,100.0,43,486,134,36,334,50,25
389,765,245,520,231,100.0,43,579,146,40,427,64,29
390,752,240,512,231,100.0,44,547,167,38,401,83,28
391,665,248,417,231,100.0,44,527,121,17,372,38,7
392,766,245,521,231,100.0,45,589,150,27,439,66,16
393,727,245,482,231,100.0,44,573,130,24,422,46,14
394,649,242,407,231,100.0,48,517,114,18,367,32,8
395,731,245,486,231,100.0,49,547,153,31,397,69,20
396,815,246,569,231,100.0,45,625,155,35,474,71,24
397,652,243,409,231,100.0,49,487,133,32,337,50,22
398,685,242,443,231,100.0,51,498,159,28,350,76,17
399,662,241,421,231,100.0,44,510,122,30,362,39,20
400,780,240,540,231,100.0,43,596,148,36,448,66,26
401,688,244,444,231,100.0,45,515,143,30,363,61,20
402,718,241,477,231,100.0,47,548,136,34,398,55,24
403,690,249,441,231,100.0,45,538,125,27,386,38,17
404,726,245,481,231,100.0,51,570,137,19,420,53,8
405,686,243,443,231,100.0,44,513,148,25,362,67,14
406,720,244,476,231,100.0,45,531,153,36,383,68,25
407,733,251,482,231,100.0,45,561,151,21,408,63,11
408,704,241,463,231,100.0,45,524,158,22,374,77,12
409,697,245,452,231,100.0,43,536,137,24,387,53,12
410,748,243,505,231,100.0,45,565,159,24,416,75,14
411,699,239,460,231,100.0,45,518,152,29,371,70,19
412,600,242,358,231,100.0,42,464,113,23,315,31,12
413,702,246,456,231,100.0,45,525,147,30,372,64,20
414,667,242,425,231,100.0,48,520,122,25,373,39,13
415,716,242,474,231,100.0,48,520,149,47,372,65,37
416,755,243,512,231,100.0,46,570,153,32,421,71,20
417,739,244,495,231,100.0,46,544,157,38,393,74,28
418,734,242,492,231,100.0,45,554,149,31,406,65,21
419,784,249,535,231,100.0,47,590,169,25,434,86,15
420,711,240,471,231,100.0,45,554,134,23,410,48,13
421,701,241,460,231,100.0,47,527,144,30,378,62,20
422,697,243,454,231,100.0,44,522,150,25,375,65,14
423,731,238,493,231,100.0,44,539,163,29,392,82,19
424,663,242,421,231,100.0,47,496,132,35,346,50,25
425,730,249,481,231,100.0,47,562,135,33,408,51,22
426,701,239,462,231,100.0,50,512,155,34,365,73,24
427,710,241,469,231,100.0,47,527,151,32,378,69,22
428,706,246,460,231,100.0,44,545,136,25,393,54,13
429,778,245,533,231,100.0,45,590,153,35,438,70,25
430,728,239,489,231,100.0,45,573,129,26,429,46,14
431,735,241,494,231,100.0,49,550,141,44,402,58,34
432,700,244,456,231,100.0,47,544,143,13,392,62,2
433,692,244,448,231,100.0,46,507,155,30,359,69,20
434,729,241,488,231,100.0,44,537,168,24,389,85,14
435,681,244,437,231,100.0,44,525,137,19,375,54,8
436,745,242,503,231,100.0,44,562,152,31,412,70,21
437,740,236,504,231,100.0,45,557,149,34,413,67,24
438,667,246,421,231,100.0,44,519,126,22,367,43,11
439,730,240,490,231,100.0,45,563,138,29,416,55,19
440,715,246,469,231,100.0,43,535,157,23,384,73,12
441,722,243,479,231,100.0,46,544,140,38,394,57,28
442,673,245,428,231,100.0,43,518,127,28,369,42,17
443,744,243,501,231,100.0,43,570,146,28,424,59,18
444,706,246,460,231,100.0,48,536,135,35,386,51,23
445,722,239,483,231,100.0,44,553,144,25,408,60,15
446,721,238,483,231,100.0,43,550,155,16,405,72,6
447,710,244,466,231,100.0,47,525,160,25,375,77,14
448,789,242,547,231,100.0,47,609,148,32,461,64,22
449,705,245,460,231,100.0,44,534,138,33,381,56,23
450,673,244,429,231,100.0,49,521,121,31,372,36,21
451,696,240,456,231,100.0,45,519,146,31,370,65,21
452,675,245,430,231,100.0,43,536,119,20,385,36,9
453,675,238,437,231,100.0,45,514,125,36,368,43,26
454,689,241,448,231,100.0,46,528,133,28,382,48,18
455,671,246,425,231,100.0,44,522,128,21,368,46,11
456,761,246,515,231,100.0,43,563,164,34,411,80,24
457,819,241,578,231,100.0,45,628,170,21,479,88,11
458,695,256,439,231,100.0,45,516,136,43,360,49,30
459,733,242,491,231,100.0,44,544,154,35,394,72,25
460,707,240,467,231,100.0,45,543,137,27,394,56,17
461,694,243,451,231,100.0,42,515,151,28,364,69,18
462,681,244,437,231,100.0,45,513,140,28,364,56,17
463,757,244,513,231,100.0,45,573,149,35,421,67,25
464,720,245,475,231,100.0,43,550,138,32,400,54,21
465,783,243,540,231,100.0,45,592,157,34,446,72,22
466,704,243,461,231,100.0,46,534,148,22,385,64,12
467,725,242,483,231,100.0,44,566,142,17,417,59,7
468,656,244,412,231,100.0,48,509,124,23,359,40,13
469,719,240,479,231,100.0,46,533,153,33,385,71,23
470,750,248,502,231,100.0,46,563,149,38,413,62,27
471,720,241,479,231,100.0,46,546,142,32,398,59,22
472,757,241,516,231,100.0,45,582,139,36,435,55,26
473,656,243,413,231,100.0,44,484,138,34,334,55,24
474,682,243,439,231,100.0,45,522,129,31,374,45,20
475,643,245,398,231,100.0,53,494,123,26,343,39,16
476,749,244,505,231,100.0,44,570,149,30,423,62,20
477,705,243,462,231,100.0,46,543,137,25,394,53,15
478,735,244,491,231,100.0,43,563,145,27,414,61,16
479,669,246,423,231,100.0,47,495,144,30,343,60,20
480,720,239,481,231,100.0,44,554,144,22,408,61,12
481,627,242,385,231,100.0,44,466,136,25,318,53,14
482,634,241,393,231,100.0,44,476,135,23,329,51,13
483,737,247,490,231,100.0,47,582,120,35,429,36,25
484,660,258,402,231,100.0,45,498,131,31,342,39,21
485,684,240,444,231,100.0,44,541,114,29,393,32,19
486,700,242,458,231,100.0,45,531,143,26,380,62,16
487,685,245,440,231,100.0,45,522,135,28,372,52,16
488,710,245,465,231,100.0,45,538,134,38,388,49,28
489,764,242,522,231,100.0,48,576,146,42,429,62,31
490,660,246,414,231,100.0,44,503,125,32,350,42,22
491,683,239,444,231,100.0,44,526,133,24,380,50,14
492,766,241,525,231,100.0,48,578,153,35,430,72,23
493,717,245,472,231,100.0,47,548,134,35,396,51,25
